received_time_ns,x,y,z,vx,vy,vz
1775762866510371470,0.0,0.0,0.027,0.0,0.0,0.03
1775762866562135796,0.0,0.0,0.027,0.0,0.0,0.03
1775762866613894266,0.0,0.0,0.027,0.0,0.0,0.03
1775762866665728155,0.0,0.0,0.027,0.0,0.0,0.03
1775762866717593977,0.0,0.0,0.027,0.0,0.0,0.03
1775762866769507636,0.0,0.0,0.027,0.0,0.0,0.03
1775762866821292792,0.0,0.0,0.027,0.0,0.0,0.03
1775762866873097883,0.0,0.0,0.027,0.0,0.0,0.03
1775762866924912765,0.0,0.0,0.027,0.0,0.0,0.03
1775762866976721120,0.0,0.0,0.027,0.0,0.0,0.03
1775762867028609949,0.0,0.0,0.027,0.0,0.0,0.02
1775762867080354280,0.0,0.0,0.027,0.0,0.0,0.02
1775762867132093682,0.0,0.0,0.027,0.0,0.0,0.02
1775762867183950388,0.0,0.0,0.027,0.0,0.0,0.02
1775762867235848882,0.0,0.0,0.027,0.0,0.0,0.02
1775762867287775631,0.0,0.0,0.027,0.0,0.0,0.02
1775762867339508186,0.0,0.0,0.027,0.0,0.0,0.02
1775762867340805719,0.0,0.0,0.027,0.0,0.0,0.02
1775762867442756385,0.0,0.0,0.027,0.0,0.0,0.02
1775762867444168565,0.0,0.0,0.027,0.0,0.0,0.02
1775762867495839621,0.0,0.0,0.027,0.0,0.0,0.02
1775762867547695110,0.0,0.0,0.027,0.0,0.0,0.02
1775762867599468174,0.0,0.0,0.027,0.0,0.0,0.02
1775762867651307953,0.0,0.0,0.027,0.0,0.0,0.01
1775762867703227470,0.0,0.0,0.027,0.0,0.0,0.01
1775762867755066641,0.0,0.0,0.027,0.0,0.0,0.01
1775762867806935250,0.0,0.0,0.027,0.0,0.0,0.01
1775762867858851471,0.0,0.0,0.027,0.0,0.0,0.01
1775762867910689426,0.0,0.0,0.027,0.0,0.0,0.01
1775762867962645484,0.0,0.0,0.027,0.0,0.0,0.01
1775762868014470993,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775762868066279865,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775762868118079202,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775762868169887338,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775762868221831751,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868273683884,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868325512083,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868377331962,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868429254521,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868481080032,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868532967266,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868584733293,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868636502392,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868688359933,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868740100138,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868741400519,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868792894631,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868844760650,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868896506455,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762868948295009,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762869000064268,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762869051899989,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762869103796281,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762869155540680,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775762869207320501,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869259645881,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869313469609,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869367273916,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869421054640,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869475137933,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869527379671,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869581047891,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775762869633522891,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
