received_time_ns,instance,voltage_v,current_a,battery_remaining_pct
20976606000,0,12.587977409362793,27.83479881286621,97.0
21077399000,0,12.587977409362793,27.83479881286621,97.0
21177359000,0,12.587977409362793,27.83479881286621,97.0
21277319000,0,12.587977409362793,27.83479881286621,97.0
21377279000,0,12.587977409362793,27.83479881286621,97.0
21477239000,0,12.587977409362793,27.83479881286621,97.0
21577199000,0,12.587977409362793,27.83479881286621,97.0
21677159000,0,12.587977409362793,27.83479881286621,97.0
21777119000,0,12.587977409362793,27.83479881286621,97.0
21877079000,0,12.587977409362793,27.83479881286621,97.0
21977039000,0,12.587977409362793,27.83479881286621,96.0
22076999000,0,12.587977409362793,27.83479881286621,96.0
22176959000,0,12.587977409362793,27.83479881286621,96.0
22276919000,0,12.587977409362793,27.83479881286621,96.0
22376879000,0,12.587977409362793,27.83479881286621,96.0
22476839000,0,12.587977409362793,27.917888641357422,96.0
22576799000,0,12.587977409362793,27.83479881286621,96.0
22676759000,0,12.587977409362793,27.83479881286621,96.0
22776719000,0,12.587977409362793,27.83479881286621,96.0
22876679000,0,12.587977409362793,27.917888641357422,96.0
22976639000,0,12.587977409362793,27.917888641357422,96.0
23076599000,0,12.587977409362793,27.917888641357422,96.0
23177392000,0,12.587977409362793,27.83479881286621,96.0
23277352000,0,12.587977409362793,27.917888641357422,96.0
23377312000,0,12.587977409362793,27.83479881286621,96.0
23477272000,0,12.587977409362793,27.917888641357422,96.0
23577232000,0,12.587977409362793,27.83479881286621,96.0
23677192000,0,12.587977409362793,27.917888641357422,96.0
23777152000,0,12.587977409362793,27.83479881286621,96.0
23877112000,0,12.587977409362793,27.917888641357422,96.0
23977072000,0,12.587977409362793,27.917888641357422,96.0
24077032000,0,12.587977409362793,27.83479881286621,96.0
24176992000,0,12.587977409362793,27.917888641357422,96.0
24276952000,0,12.587977409362793,27.83479881286621,96.0
24376912000,0,12.587977409362793,27.83479881286621,96.0
24476872000,0,12.587977409362793,27.83479881286621,96.0
24576832000,0,12.587977409362793,27.917888641357422,96.0
24676792000,0,12.587977409362793,27.917888641357422,96.0
24776752000,0,12.587977409362793,27.83479881286621,96.0
24876712000,0,12.587977409362793,27.917888641357422,96.0
24976672000,0,12.587977409362793,27.83479881286621,96.0
25076632000,0,12.587977409362793,27.83479881286621,96.0
25176592000,0,12.587977409362793,27.83479881286621,96.0
25277385000,0,12.587977409362793,27.83479881286621,96.0
25377345000,0,12.587977409362793,27.917888641357422,96.0
25477305000,0,12.587977409362793,27.83479881286621,96.0
25577265000,0,12.587977409362793,27.83479881286621,96.0
25677225000,0,12.587977409362793,27.83479881286621,96.0
25777185000,0,12.587977409362793,27.83479881286621,96.0
25877145000,0,12.587977409362793,27.83479881286621,96.0
25977105000,0,12.587977409362793,27.83479881286621,96.0
26077065000,0,12.587977409362793,27.83479881286621,96.0
26177025000,0,12.587977409362793,27.83479881286621,96.0
26276985000,0,12.587977409362793,27.83479881286621,95.0
26376945000,0,12.587977409362793,27.83479881286621,95.0
26476905000,0,12.587977409362793,27.83479881286621,95.0
26576865000,0,12.587977409362793,27.83479881286621,95.0
26676825000,0,12.587977409362793,27.83479881286621,95.0
26776785000,0,12.587977409362793,27.83479881286621,95.0
26876745000,0,12.587977409362793,27.83479881286621,95.0
26976705000,0,12.587977409362793,27.83479881286621,95.0
27076665000,0,12.587977409362793,27.83479881286621,95.0
27176625000,0,12.587977409362793,27.83479881286621,95.0
27277418000,0,12.587977409362793,27.83479881286621,95.0
27377378000,0,12.587977409362793,27.83479881286621,95.0
27477338000,0,12.587977409362793,27.83479881286621,95.0
27577298000,0,12.587977409362793,27.83479881286621,95.0
27677258000,0,12.587977409362793,27.83479881286621,95.0
27777218000,0,12.587977409362793,27.83479881286621,95.0
27877178000,0,12.587977409362793,27.83479881286621,95.0
27977138000,0,12.587977409362793,27.83479881286621,95.0
28077098000,0,12.587977409362793,27.83479881286621,95.0
28177058000,0,12.587977409362793,27.83479881286621,95.0
28277018000,0,12.587977409362793,27.83479881286621,95.0
28376978000,0,12.587977409362793,27.83479881286621,95.0
28476938000,0,12.587977409362793,27.83479881286621,95.0
28576898000,0,12.587977409362793,27.751710891723633,95.0
28676858000,0,12.587977409362793,27.83479881286621,95.0
28776818000,0,12.587977409362793,27.83479881286621,95.0
28876778000,0,12.587977409362793,27.83479881286621,95.0
28976738000,0,12.587977409362793,27.83479881286621,95.0
29076698000,0,12.587977409362793,27.83479881286621,95.0
