received_time_ns,event_type,field_name,previous_value,current_value
1775658511524417920,vehicle_status_events,nav_state,4,2
1775658511524417920,vehicle_status_events,pre_flight_checks_pass,True,False
1775658511635230490,vehicle_status_events,pre_flight_checks_pass,False,True
1775658511954048102,vehicle_status_events,arming_state,1,2
1775658511954048102,vehicle_status_events,nav_state,2,14
1775658521113449062,vehicle_status_events,nav_state,14,2
1775658529164364495,vehicle_status_events,nav_state,2,18
1775658535990649286,vehicle_status_events,arming_state,2,1
1775658535990649286,vehicle_status_events,nav_state,18,2
1775658536648776442,vehicle_status_events,pre_flight_checks_pass,True,False
