window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
0.020418961912402785,-0.003135991927104461,3.8561100608226853,0.16090192388445332,-0.004639176197727864,0.6868618934502194,-0.002857161637841471,-0.031184057320000208,3.0526979408641943,-0.09177393485639505,0.011856371452157038,-0.7620640705703136
