feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_roll,0.0,0.0,0.0,0.0,0.0,0.0,-4447337.484959597,18759245.61334662,-0.02322934757325367,0.058350326649889095,0.003489392660059466,0.1596945681967585,0.02322934757325367,-0.1596945681967585,0.0
command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,6084727.655981399,-25665895.730635606,0.08944060830824141,-0.20497520765949495,0.24215257361674888,0.013756445169110097,-0.08944060830824141,-0.013756445169110097,0.0
command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,-3798473.0494962246,16022280.000918392,-0.11211157841106453,0.31409820447143944,-0.3699084625158182,-0.1837571392996504,0.11211157841106453,0.1837571392996504,0.0
command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,4110552.6584987585,-17338662.34812346,0.10252001248336845,0.7024570747508059,-0.26208916249586306,-0.6579380966758045,-0.10252001248336845,0.6579380966758045,0.0
roll,0.0,0.0,0.0,0.0,0.0,0.0,19944829.463390436,-84128974.88028371,0.19519007318919557,0.026104579901467567,-0.4022673479572089,-0.5982752427463889,-0.19519007318919557,0.5982752427463889,0.0
pitch,0.0,0.0,0.0,0.0,0.0,0.0,-27747995.53627578,117295274.52913123,0.005895648135997484,0.13535177233750234,-0.01797011192189029,0.1222724886496659,-0.005895648135997484,-0.1222724886496659,0.0
yaw,0.0,0.0,0.0,0.0,0.0,0.0,459325.13442625833,-1937457.7631181222,-0.03573750009577874,-0.06403124795293882,0.033913590022859506,0.06419343780765924,0.03573750009577874,-0.06419343780765924,0.0
roll_rate,0.0,0.0,0.0,0.0,0.0,0.0,281205304.0982375,-1186147811.0664496,-0.01511145970866222,8.581190408026476e-05,0.01367946328435948,-2.0056561872467893,0.01511145970866222,2.0056561872467893,0.0
pitch_rate,0.0,0.0,0.0,0.0,0.0,0.0,721435651.271819,-3043076735.3306384,-0.015110512713858732,0.0004141646932031627,0.008114397597035845,-5.1354203882652465,0.015110512713858732,5.1354203882652465,0.0
yaw_rate,0.0,0.0,0.0,0.0,0.0,0.0,4719855654.737612,-19908751269.124672,-0.003725279444892508,0.020986005606515014,0.13264909778341735,-33.792864151444064,0.003725279444892508,33.792864151444064,0.0
position_x,0.0,0.0,0.0,0.0,0.0,0.0,-26624.071881605374,112300.9916896346,0.01639388912652237,-0.03082675296256264,0.03844762147913885,0.01911490791513338,-0.01639388912652237,-0.01911490791513338,0.0
position_y,0.0,0.0,0.0,0.0,0.0,0.0,-6311.860150842211,26623.581751730366,0.0038865717733185677,-0.007308234480786886,0.009114947561752506,0.004531655891960715,-0.0038865717733185677,-0.004531655891960715,0.0
position_z,0.0,0.0,0.0,0.0,0.0,0.0,47771119.75887434,-201900714.0246866,-0.029904293083199716,0.0018755515960921655,0.0022308334747519615,-0.35841092876075414,0.029904293083199716,0.35841092876075414,0.0
velocity_x,0.0,0.0,0.0,0.0,0.0,0.0,-1608437.110906837,6784523.977763594,-0.09937206109060617,0.11073088440533445,-0.06678147069617642,0.08637171297413535,0.09937206109060617,-0.08637171297413535,0.0
velocity_y,0.0,0.0,0.0,0.0,0.0,0.0,-223278.35009681515,941806.9242742909,-0.02856119928862881,-0.011421334311508127,0.053412636940413316,0.03383623927235249,0.02856119928862881,-0.03383623927235249,0.0
velocity_z,0.0,0.0,0.0,0.0,0.0,0.0,-1793953.6689139279,7567048.693282886,0.012242295408926145,0.004473841395892526,-0.005788024277076234,0.3517415298456219,-0.012242295408926145,-0.3517415298456219,0.0
