received_time_ns,x,y,z,vx,vy,vz
1775929532869561065,0.0,0.0,0.027,0.0,0.0,0.03
1775929532921408309,0.0,0.0,0.027,0.0,0.0,0.03
1775929532973698746,0.0,0.0,0.027,0.0,0.0,0.03
1775929533025899360,0.0,0.0,0.027,0.0,0.0,0.03
1775929533078686461,0.0,0.0,0.027,0.0,0.0,0.03
1775929533130715622,0.0,0.0,0.027,0.0,0.0,0.03
1775929533183027019,0.0,0.0,0.027,0.0,0.0,0.03
1775929533236712315,0.0,0.0,0.027,0.0,0.0,0.03
1775929533238117222,0.0,0.0,0.027,0.0,0.0,0.03
1775929533290654823,0.0,0.0,0.027,0.0,0.0,0.03
1775929533342961708,0.0,0.0,0.027,0.0,0.0,0.02
1775929533394826583,0.0,0.0,0.027,0.0,0.0,0.02
1775929533446796193,0.0,0.0,0.027,0.0,0.0,0.02
1775929533498676236,0.0,0.0,0.027,0.0,0.0,0.02
1775929533551057232,0.0,0.0,0.027,0.0,0.0,0.02
1775929533603396884,0.0,0.0,0.027,0.0,0.0,0.02
1775929533655315647,0.0,0.0,0.027,0.0,0.0,0.02
1775929533717090516,0.0,0.0,0.027,0.0,0.0,0.02
1775929533769600374,0.0,0.0,0.027,0.0,0.0,0.02
1775929533823255238,0.0,0.0,0.027,0.0,0.0,0.02
1775929533876081507,0.0,0.0,0.027,0.0,0.0,0.02
1775929533927937198,0.0,0.0,0.027,0.0,0.0,0.02
1775929533980033334,0.0,0.0,0.027,0.0,0.0,0.02
1775929534032418266,0.0,0.0,0.027,0.0,0.0,0.01
1775929534085499859,0.0,0.0,0.027,0.0,0.0,0.01
1775929534137698330,0.0,0.0,0.027,0.0,0.0,0.01
1775929534138927399,0.0,0.0,0.027,0.0,0.0,0.01
1775929534190757876,0.0,0.0,0.027,0.0,0.0,0.01
1775929534243379636,0.0,0.0,0.027,0.0,0.0,0.01
1775929534295484604,0.0,0.0,0.027,0.0,0.0,0.01
1775929534349005646,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929534401256724,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929534453071233,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
