received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775929532869650408,12587,0,100,0
1775929532921543219,12587,0,100,0
1775929532973781624,12587,0,100,0
1775929533026025886,12587,0,100,0
1775929533078766844,12587,0,100,0
1775929533130796613,12587,0,100,0
1775929533184161018,12587,0,100,0
1775929533236796762,12587,0,100,0
1775929533238174501,12587,0,100,0
1775929533290777253,12587,0,100,0
1775929533343057898,12587,0,100,0
1775929533394919094,12587,0,100,0
1775929533446879168,12587,0,100,0
1775929533498781291,12587,0,100,0
1775929533551177070,12587,0,100,0
1775929533603482515,12587,0,100,0
1775929533655429885,12587,0,100,0
1775929533717225810,12587,0,100,0
1775929533769736436,12587,0,100,0
1775929533823384452,12587,0,100,0
1775929533876168865,12587,0,100,0
1775929533928023757,12587,0,100,0
1775929533980344274,12587,0,100,0
1775929534032545464,12587,0,100,0
1775929534085617234,12587,0,100,0
1775929534137788537,12587,0,100,0
1775929534138986758,12587,0,100,0
1775929534190868370,12587,0,100,0
1775929534243476850,12587,0,100,0
1775929534295610266,12587,0,100,0
1775929534349091565,12587,0,100,0
1775929534401339891,12587,0,100,0
1775929534453165279,12587,0,100,0
1775929534505498756,12587,0,100,0
1775929534557538573,12587,0,100,0
1775929534610002032,12587,0,100,0
1775929534661799932,12587,0,100,0
1775929534713852581,12587,0,100,0
1775929534766210794,12587,0,100,0
1775929534819462272,12587,41,99,0
1775929534871867012,12587,41,99,0
1775929534923913261,12587,91,99,0
1775929534976212114,12587,91,99,0
1775929535028341882,12587,348,99,0
1775929535081602224,12587,348,99,0
1775929535134268752,12587,697,99,0
1775929535186729203,12587,697,99,0
1775929535239224182,12587,1071,99,0
1775929535241099129,12587,1071,99,0
1775929535293196769,12587,1503,99,0
1775929535345985183,12587,1503,99,0
1775929535398480386,12587,2010,99,0
1775929535450986916,12587,2010,99,0
1775929535503108140,12587,2592,99,0
1775929535555560271,12587,2592,99,0
1775929535607953811,12587,3157,99,0
1775929535659907678,12587,3157,99,0
1775929535712046405,12587,3414,99,0
1775929535763886802,12587,3414,99,0
1775929535816404052,12587,3672,99,0
1775929535869031764,12587,3672,99,0
1775929535921301146,12587,3955,99,0
1775929535983537672,12587,3955,99,0
1775929536035896909,12587,4245,99,0
1775929536088873672,12587,4245,99,0
1775929536140996400,12587,3431,99,0
1775929536142342524,12587,3431,99,0
1775929536193993835,12587,2434,99,0
1775929536246248050,12587,2434,99,0
1775929536298702229,12587,2351,99,0
1775929536351654897,12587,2351,99,0
1775929536414111580,12587,2633,99,0
1775929536466101414,12587,2633,99,0
1775929536518626600,12587,2883,99,0
1775929536572304249,12587,2883,99,0
1775929536624486816,12587,2941,99,0
1775929536677493275,12587,2941,99,0
1775929536730533045,12587,2891,99,0
1775929536784607296,12587,2891,99,0
1775929536837790104,12587,2825,99,0
1775929536840488975,12587,2825,99,0
1775929536892538617,12587,2783,99,0
1775929536944551619,12587,2783,99,0
1775929536996437614,12587,2775,99,0
1775929537048361658,12587,2775,99,0
1775929537100181735,12587,2783,99,0
1775929537152142098,12587,2783,99,0
1775929537204980303,12587,2800,99,0
1775929537257410355,12587,2800,99,0
1775929537309397950,12587,2808,99,0
1775929537361223531,12587,2808,99,0
1775929537413052440,12587,2816,99,0
1775929537464869893,12587,2816,99,0
1775929537516888719,12587,2833,99,0
1775929537569901802,12587,2833,99,0
1775929537622505291,12587,2841,99,0
1775929537674323576,12587,2841,99,0
1775929537726180997,12587,2849,99,0
1775929537778163279,12587,2849,99,0
1775929537829958397,12587,2858,99,0
