received_time_ns,base_mode,custom_mode,system_status
1775929533825386693,209,20,3
1775929534821115271,209,20,4
1775929535868797048,209,20,4
1775929536840225843,209,20,4
1775929537831120939,209,20,4
1775929538833273980,209,20,4
1775929539831108244,209,20,4
1775929540826829327,209,20,4
1775929541822216148,209,20,4
1775929542819906938,209,20,4
1775929544885177647,209,9,4
1775929544908788746,209,9,4
1775929544931386963,209,9,4
