received_time_ns,base_mode,custom_mode,system_status
1775926194914955579,209,20,3
1775926195912095382,209,20,4
1775926196917693728,209,20,4
1775926197927292867,209,20,4
1775926198926725370,209,20,4
1775926199917943339,209,20,4
1775926200910655044,209,20,4
1775926201912976665,209,20,4
1775926202910291737,209,20,4
1775926203904969623,209,20,4
1775926205958303839,209,9,4
1775926205992356826,209,9,4
1775926206017768821,209,9,4
