window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
-0.035215654124052406,-0.014589319998757655,1.4918046373954479,-0.36895755274535313,-0.18093000290404282,0.2546867785726933,-0.2087000944698812,0.02568197764769252,2.8985761578583356,0.5810547660443042,0.1971005271827305,-0.025627142845180226
