received_time_ns,event_type,field_name,previous_value,current_value
1775897876057363855,vehicle_status_events,arming_state,1,2
1775897876057363855,vehicle_status_events,nav_state,4,14
1775897894826808699,vehicle_status_events,nav_state,14,18
1775897901315508083,vehicle_status_events,arming_state,2,1
1775897901315508083,vehicle_status_events,nav_state,18,14
1775897901315508083,vehicle_status_events,pre_flight_checks_pass,True,False
