received_time_ns,timestamp,timestamp_sample,xyz_x,xyz_y,xyz_z,xyz_derivative_x,xyz_derivative_y,xyz_derivative_z
1775897869787213056,2752000,2752000,4.531204467639327e-06,0.00017477988149039447,6.96232746122405e-05,0.004692128859460354,0.017431283369660378,0.007675404194742441
1775897869791213056,2756000,2756000,1.487244571762858e-05,0.0001233772636624053,-2.816834421537351e-05,0.0037864730693399906,0.004414021503180265,-0.0061334059573709965
1775897869799213056,2764000,2764000,-0.0001428119867341593,6.771882181055844e-05,-1.2593621931955568e-06,-0.011521647684276104,-0.00173856969922781,0.0005411807796917856
1775897869807213056,2772000,2772000,-8.248863741755486e-05,-2.3622173102921806e-05,-9.211126598529518e-05,0.0004732146917376667,-0.009887980297207832,-0.007510606199502945
1775897869815213056,2780000,2780000,-0.00019151017477270216,-7.758499123156071e-05,-0.0001911513099912554,-0.007810352835804224,-0.005578699056059122,-0.009962842799723148
1775897869827213056,2792000,2792000,2.3882970708655193e-05,-0.0001837719901232049,-4.433088543009944e-05,0.014347848482429981,-0.013943182304501534,0.006472095847129822
1775897869839213056,2804000,2804000,-9.612456778995693e-05,1.554524715174921e-05,0.00013831820979248732,-0.0067773377522826195,0.018954569473862648,0.010568328201770782
1775897869847213056,2812000,2812000,-6.317425140878186e-05,1.4598947927879635e-05,0.00015962135512381792,0.0012560342438519,0.0023726080544292927,0.005193669814616442
1775897869859213056,2824000,2824000,-0.0001173032505903393,-5.003640035283752e-05,-1.5207052456389647e-05,-0.005609903950244188,-0.0020796593744307756,-0.008955426514148712
1775897869867213056,2832000,2832000,2.772046900645364e-05,-1.8042270312434994e-05,0.00011154962703585625,0.014497373253107071,0.00186532165389508,0.006053525488823652
1775897869879213056,2844000,2844000,4.100652222405188e-05,-0.00021616772573906928,7.936442671052646e-06,-0.008123493753373623,-0.016441866755485535,-0.0029688540380448103
1775897869887213056,2852000,2852000,5.064426295575686e-05,-6.273202416196e-06,5.93432650930481e-06,0.000106168030470144,0.015219229273498058,-0.0015494374092668295
1775897869899213056,2864000,2864000,-9.720081288833171e-05,0.000131675333250314,-1.626521952857729e-05,-0.01087308581918478,0.006683930289000273,-0.001347706071101129
1775897869911213056,2876000,2876000,-6.481158925453201e-05,4.1815481381490827e-05,-3.2561492844251916e-05,0.0011054141214117408,-0.00496335094794631,0.00045292405411601067
1775897869919213056,2884000,2884000,-0.00013561674859374762,-7.062860095174983e-05,-9.422430593986064e-05,-0.006383027881383896,-0.012000815011560917,-0.0046199019998312
1775897869927213056,2892000,2892000,-0.00013143449905328453,-3.485135312075727e-05,-6.507072976091877e-05,-0.0009950320236384869,0.0005937761161476374,0.001064219861291349
1775897869939213056,2904000,2904000,-0.00013188856246415526,-8.424350198765751e-06,-3.237800774513744e-05,0.003884132718667388,0.00036817073123529553,-0.0003181097563356161
1775897869947213056,2912000,2912000,1.1302616258035414e-05,-8.19167762529105e-05,-7.778342842357233e-05,0.012177690863609314,-0.007038922980427742,-0.003922943025827408
1775897869959213056,2924000,2924000,0.0001243196747964248,-0.00022565551626030356,-3.0590384994866326e-05,0.012176526710391045,-0.006943277548998594,0.004557090345770121
1775897869967213056,2932000,2932000,0.0001491942093707621,-8.752297435421497e-05,2.614394179545343e-05,0.004990499932318926,0.00951511412858963,0.005497897509485483
