received_time_ns,timestamp,arming_state,nav_state,nav_state_user_intention,failsafe,failsafe_defer_state,failure_detector_status,pre_flight_checks_pass,gcs_connection_lost,latest_arming_reason,latest_disarming_reason,vehicle_type
1775897875475406650,1775897874276583,1,4,4,False,0,0,True,True,0,0,1
1775897875620345610,1775897874408583,1,4,4,False,0,0,True,True,0,0,1
1775897876057363855,1775897874792583,2,14,14,False,0,0,True,True,4,0,1
1775897876642777829,1775897875300583,2,14,14,False,0,0,True,True,4,0,1
1775897877169038490,1775897875800583,2,14,14,False,0,0,True,True,4,0,1
1775897877754768463,1775897876304583,2,14,14,False,0,0,True,True,4,0,1
1775897878321808573,1775897876812583,2,14,14,False,0,0,True,True,4,0,1
1775897878922109846,1775897877316583,2,14,14,False,0,0,True,True,4,0,1
1775897879480548663,1775897877816583,2,14,14,False,0,0,True,True,4,0,1
1775897880052440653,1775897880053466,2,14,14,False,0,0,True,True,4,0,1
1775897880621509120,1775897880614374,2,14,14,False,0,0,True,True,4,0,1
1775897881212433058,1775897881202674,2,14,14,False,0,0,True,True,4,0,1
1775897881774944766,1775897881783258,2,14,14,False,0,0,True,True,4,0,1
1775897882329357247,1775897882297690,2,14,14,False,0,0,True,True,4,0,1
1775897882874785812,1775897882797690,2,14,14,False,0,0,True,True,4,0,1
1775897883441762177,1775897883306417,2,14,14,False,0,0,True,True,4,0,1
1775897884010939012,1775897883814417,2,14,14,False,0,0,True,True,4,0,1
1775897884559020688,1775897884314417,2,14,14,False,0,0,True,True,4,0,1
1775897885122413485,1775897884818417,2,14,14,False,0,0,True,True,4,0,1
1775897885718452837,1775897885326417,2,14,14,False,0,0,True,True,4,0,1
1775897886278062516,1775897885834417,2,14,14,False,0,0,True,True,4,0,1
1775897886828214082,1775897886334417,2,14,14,False,0,0,True,True,4,0,1
1775897887411625887,1775897886838417,2,14,14,False,0,0,True,True,4,0,1
1775897887973584904,1775897887338417,2,14,14,False,0,0,True,True,4,0,1
1775897888557925018,1775897887846417,2,14,14,False,0,0,True,True,4,0,1
1775897889142699205,1775897888354417,2,14,14,False,0,0,True,True,4,0,1
1775897889724658028,1775897888858417,2,14,14,False,0,0,True,True,4,0,1
1775897890278359815,1775897889362417,2,14,14,False,0,0,True,True,4,0,1
1775897890818754636,1775897889866417,2,14,14,False,0,0,True,True,4,0,1
1775897891380585260,1775897890370417,2,14,14,False,0,0,True,True,4,0,1
1775897891949431267,1775897890878417,2,14,14,False,0,0,True,True,4,0,1
1775897892541498995,1775897891386417,2,14,14,False,0,0,True,True,4,0,1
1775897893117584034,1775897891886417,2,14,14,False,0,0,True,True,4,0,1
1775897893677706161,1775897892390417,2,14,14,False,0,0,True,True,4,0,1
1775897894224396908,1775897892898417,2,14,14,False,0,0,True,True,4,0,1
1775897894794714262,1775897893406417,2,14,14,False,0,0,True,True,4,0,1
1775897894815373917,1775897893418417,2,14,14,False,0,0,True,True,4,0,1
1775897894826808699,1775897893430417,2,18,18,False,0,0,True,True,4,0,1
1775897894843723660,1775897893442417,2,18,18,False,0,0,True,True,4,0,1
1775897895442057041,1775897895435468,2,18,18,False,0,0,True,True,4,0,1
1775897895984234414,1775897895988489,2,18,18,False,0,0,True,True,4,0,1
1775897896541955165,1775897896537822,2,18,18,False,0,0,True,True,4,0,1
1775897897111846332,1775897897095821,2,18,18,False,0,0,True,True,4,0,1
1775897897710957279,1775897897639907,2,18,18,False,0,0,True,True,4,0,1
1775897898250553052,1775897898139907,2,18,18,False,0,0,True,True,4,0,1
1775897898827710102,1775897898643907,2,18,18,False,0,0,True,True,4,0,1
1775897899387268655,1775897899151907,2,18,18,False,0,0,True,True,4,0,1
1775897899956452557,1775897899655907,2,18,18,False,0,0,True,True,4,0,1
1775897900519059921,1775897900163907,2,18,18,False,0,0,True,True,4,0,1
1775897901082487526,1775897900671907,2,18,18,False,0,0,True,True,4,0,1
1775897901315508083,1775897900887907,1,14,14,False,0,0,False,True,4,6,1
1775897901878993963,1775897901391907,1,14,14,False,0,0,False,True,4,6,1
