roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.029554081825727715,0.015022874847160098,89.48708345704853,-5.470289633049974,8.619122501774838,0.47666276691823023,0.029554081825727715,0.015022874847160098,89.48708345704853,-5.470289633049974,8.619122501774838,0.47666276691823023
