future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
-0.013264915630477214,0.012363022329010329,13.750717531980559,-0.05777085718837235,-0.02277751337114938,1.935770464193112
