received_time_ns,x,y,z,vx,vy,vz
1775929088767827323,0.0,0.0,0.027,0.0,0.0,0.03
1775929088819585257,0.0,0.0,0.027,0.0,0.0,0.03
1775929088871653521,0.0,0.0,0.027,0.0,0.0,0.03
1775929088924059155,0.0,0.0,0.027,0.0,0.0,0.03
1775929088975858913,0.0,0.0,0.027,0.0,0.0,0.03
1775929089027912874,0.0,0.0,0.027,0.0,0.0,0.03
1775929089079901556,0.0,0.0,0.027,0.0,0.0,0.03
1775929089133402499,0.0,0.0,0.027,0.0,0.0,0.03
1775929089185503051,0.0,0.0,0.027,0.0,0.0,0.03
1775929089237477142,0.0,0.0,0.027,0.0,0.0,0.03
1775929089289394242,0.0,0.0,0.027,0.0,0.0,0.02
1775929089341486762,0.0,0.0,0.027,0.0,0.0,0.02
1775929089393705681,0.0,0.0,0.027,0.0,0.0,0.02
1775929089394934682,0.0,0.0,0.027,0.0,0.0,0.02
1775929089446502828,0.0,0.0,0.027,0.0,0.0,0.02
1775929089498810001,0.0,0.0,0.027,0.0,0.0,0.02
1775929089550962488,0.0,0.0,0.027,0.0,0.0,0.02
1775929089602818469,0.0,0.0,0.027,0.0,0.0,0.02
1775929089654938477,0.0,0.0,0.027,0.0,0.0,0.02
1775929089706931896,0.0,0.0,0.027,0.0,0.0,0.02
1775929089759168094,0.0,0.0,0.027,0.0,0.0,0.02
1775929089811201703,0.0,0.0,0.027,0.0,0.0,0.02
1775929089863278320,0.0,0.0,0.027,0.0,0.0,0.02
1775929089915173884,0.0,0.0,0.027,0.0,0.0,0.01
1775929089967391043,0.0,0.0,0.027,0.0,0.0,0.01
1775929090019371341,0.0,0.0,0.027,0.0,0.0,0.01
1775929090071371608,0.0,0.0,0.027,0.0,0.0,0.01
1775929090123743548,0.0,0.0,0.027,0.0,0.0,0.01
1775929090175797382,0.0,0.0,0.027,0.0,0.0,0.01
1775929090228003405,0.0,0.0,0.027,0.0,0.0,0.01
1775929090280088470,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929090332544409,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929090397459832,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929090398983676,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929090450580654,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090502447899,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090554333992,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090606237909,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090658660120,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090710569508,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090762949000,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090815164751,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090867363222,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090919742138,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929090971758660,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091024376452,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091076437198,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091129231883,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091181192055,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091233221890,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091285258284,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091337186969,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091389310498,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091441200143,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929091493001406,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929091494260839,-3936620.3297610707,16604998.271425765,0.016,0.0,0.0,-0.09
1775929091545888761,-3936620.3297610707,16604998.271425765,0.016,0.0,0.0,-0.15
