received_time_ns,base_mode,custom_mode,system_status
1775929089759024992,209,20,3
1775929090762812810,209,20,4
1775929091754431709,209,20,4
1775929092747250852,209,20,4
1775929093743706130,209,20,4
1775929094736072181,209,20,4
1775929095733529798,209,20,4
1775929096724969294,209,20,4
1775929097721316007,209,20,4
1775929100764910512,209,20,4
1775929100766858444,209,9,4
1775929100789416051,209,9,4
1775929100810079388,209,9,4
