feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,5.3932106392628276e-08,1.498474343325402e-05,3.106826043148115e-06,0.00048613357527142867,0.00016837663313483184,1.1819381645752325e-05
command_pitch,-4.4509748218413803e-07,7.459406633049943e-06,1.7344685405449815e-06,0.00014678562254516052,2.702720752625801e-05,-1.453958819670251e-06
command_yaw,-7.428252201201258e-07,3.673891008518037e-05,7.210570169817106e-06,0.0009017637685128388,0.00029189729027165816,1.1254860552634624e-05
command_throttle,-1.089487487320239e-05,-0.00015510730634963346,7.97928035576552e-06,0.0007351314462811587,-0.0015071588540209507,0.00010233279545025846
roll,0.3290625705832898,-0.16861122817356478,-142.496157099895,0.23447011468459683,-0.1131124339632763,0.16061629241649467
pitch,-0.04737252447583436,0.4204430463175169,73.53603266853166,0.0194003138192317,-0.6506538803525126,-0.04566847969379448
yaw,0.0003863748611224962,0.0013581984809474573,0.33264782838315154,-0.04037315672462846,0.036859800244648036,-0.00029598487592477765
roll_rate,6.2692956794545e-05,0.0014373412429298086,-0.001205251377081726,0.38112042886347786,0.15504802951576133,0.11381502987767156
pitch_rate,-0.0006255308380360255,-0.0026174794205372064,0.000556426324334632,0.04791439709941248,0.5125383898205423,0.06314018570246524
yaw_rate,0.00018950555118904663,0.0006004630358325825,0.00015022107829482022,0.05714655313705348,0.1075381935312449,0.33572917061562346
position_x,-4.4212572134284085e-15,5.710253306921512e-14,1.700176592619382e-14,9.76647756974718e-13,1.2955842466607788e-13,-2.360269916446666e-14
position_y,1.0490081899474477e-15,-1.3532158028177458e-14,-4.030215100136421e-15,-2.3135864138723735e-13,-3.057556873294334e-14,5.6024458181959754e-15
position_z,-0.05537645978404333,0.10468809484924001,92.5617730773567,-0.12041783962623244,-0.18907853760505045,-0.089940887459587
velocity_x,1.2402329722394646e-06,3.496111544295382e-06,-2.6807731553938426e-08,0.0002707181713584129,0.00015758379146526994,1.508183055414788e-05
velocity_y,-4.4020077376689674e-08,2.5925966081263883e-06,5.403176354082289e-07,7.186859526111538e-05,2.4404422838370063e-05,1.609541204935482e-06
velocity_z,3.0615369002970215e-08,-2.545856938091671e-06,-5.988347125555769e-07,-6.628330656912888e-05,-2.1840433542024076e-05,-1.6526715088202185e-07
altitude,0.05537645978405774,-0.10468809484936571,-92.56177307775711,0.12041783962635419,0.18907853760515025,0.08994088745943803
vertical_speed,-3.061536897098714e-08,2.545856938082933e-06,5.98834712447875e-07,6.628330656861189e-05,2.184043354223688e-05,1.6526715108623482e-07
heading,0.00038637486113680036,0.0013581984810196136,0.33264782838308593,-0.040373156724685194,0.036859800246125694,-0.00029598487615707257
mode_guided_nogps,0.0,0.0,0.0,0.0,0.0,0.0
mode_stabilize,0.0,0.0,0.0,0.0,0.0,0.0
clip__command_roll,5.3932106398023135e-08,1.4984743433227564e-05,3.1068260432173637e-06,0.0004861335752715763,0.00016837663313408002,1.1819381646069458e-05
sq__command_roll,-7.323456537275839e-05,0.00021310706812657082,0.00012583472929652453,0.0041303597256476315,-0.0035341451242939807,-0.0002720685210454015
clip__command_pitch,-4.4509748275024107e-07,7.459406632435622e-06,1.734468540685974e-06,0.00014678562255151083,2.702720751164114e-05,-1.4539588157679042e-06
sq__command_pitch,1.8499561909325842e-05,-0.0005928973262902445,-0.0001088188010477529,-0.012464757668081344,-0.004490795392997324,-0.00016171421894216215
clip__command_yaw,-7.428252200460367e-07,3.6738910085211456e-05,7.2105701690285185e-06,0.0009017637685052049,0.00029189729025625377,1.125486055526858e-05
sq__command_yaw,-2.2070004378177857e-05,-0.000781573169149478,-0.00031510248578919164,-0.05519094155315505,-0.01504912264993258,-0.0018498981046704993
clip__command_throttle,0.0,0.0,0.0,0.0,0.0,0.0
sq__command_throttle,-8.670541712041283e-05,0.0007813164159245034,0.00026082986828180216,0.023028099334038064,0.0018941381293041612,0.0001531981482653296
sq__roll,2.363049269127183,-2.6516350229699284,-2279.3213000963424,3.193729339205965,3.115383252655791,2.395722314892854
sq__pitch,1.1910968933593316,1.2345118252091045,-1851.4993185850765,-1.3625855292308602,15.247071417963134,1.451908810925675
sq__yaw,5.350066219529172e-07,1.8946913519239233e-06,0.0004649896611157681,-5.609026902510371e-05,5.1212462874890845e-05,-3.882039925032526e-07
sq__roll_rate,0.00013404064104136524,0.0010375542231749167,-0.00661437091034201,2.883941870640874,5.498419824853988,4.059919587858666
sq__pitch_rate,-0.0037157746298562234,-0.01256262218487132,0.001779020107254478,2.696916024260939,4.419401819087748,3.719634734260079
sq__yaw_rate,4.608321698436899e-06,-1.6059017312077085e-05,0.0002508840891699424,0.07693127666409573,0.1491574534280367,0.19123005436198187
backend_ardupilot__command_roll,5.3932106421031514e-08,1.4984743433218352e-05,3.1068260432081158e-06,0.0004861335752715427,0.00016837663313400044,1.181938164595231e-05
backend_ardupilot__command_pitch,-4.45097483372675e-07,7.459406632902953e-06,1.7344685400030352e-06,0.00014678562255283627,2.7027207510047083e-05,-1.4539588172582989e-06
backend_ardupilot__command_yaw,-7.428252198176746e-07,3.673891008521648e-05,7.2105701687874275e-06,0.0009017637685056614,0.0002918972902610994,1.125486055791025e-05
backend_ardupilot__command_throttle,-1.0894874881594424e-05,-0.00015510730632094377,7.979280362917541e-06,0.0007351314464323271,-0.0015071588538711836,0.0001023327955345818
