future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
-0.31343300129027624,-1.2007395553565496,64.04231595632078,36.20360100777098,-33.16522832181117,0.6066648401915957
