feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
command_roll,0.03151167998584084,0.02320724611075997,-0.02369213078562281,0.029247295473544037,0.013815654586840864,-0.06162971265406822,0.0058248197211566025,-0.00010125387536239142,-0.020624380897520517,-0.0058921544178045845,0.024997120751742624,-0.0035976207902300933,0.020624380897520517,0.0035976207902300933,-0.022993496388792195
command_pitch,1.3977803006482497e-05,1.2122780335071511e-05,-2.7482476368514343e-05,2.7570542742269694e-06,3.253610069331418e-06,-4.671722080798572e-05,2.625821066534049e-06,5.767455002533506e-07,0.0,-2.9052900171809043e-06,1.1679687123401571e-05,-9.988678291939368e-06,0.0,9.988678291939368e-06,-2.754911882738843e-05
command_yaw,0.0,0.0,0.0,3.099536513206859e-06,1.8234043472632515e-05,0.0,2.559293200028841e-06,-1.1719755541243438e-05,-1.2254653461494325e-06,0.0,0.0,0.0,1.2254653461494325e-06,0.0,0.0
command_throttle,-0.0005986077663684817,0.0,0.02021956939317795,-0.0005188298700536231,-0.0005747543757264826,0.0016730783820069614,0.00038333513391497666,0.0021464883624804964,-0.005675809962560827,-0.0017362706466272867,0.00011953789802792336,-0.0006605785732185353,0.005675809962560827,0.0006605785732185353,0.019821873524321763
roll,0.9240695119365261,0.053723588202184785,0.6815011948894889,0.009072487691416989,-0.10321647677601727,0.034230020228778614,-0.006323846032801673,-0.00671304221724889,-0.013858541231341484,-0.699199135200774,0.8942544091159486,-0.24135794865448115,0.013858541231341484,0.24135794865448115,0.6641606861374535
pitch,-0.044248331178598485,0.8495048647800703,-0.37085166329322455,-0.18516359131091042,0.05866442129714914,-0.10871161631156556,-0.009827402028508861,0.07652692973106347,-6.669091752939393e-05,0.0,-0.21441361764839761,0.22560422807067868,6.669091752939393e-05,-0.22560422807067868,-0.3596330707765525
yaw,-0.00035047369772263565,-0.00021787725846772842,1.0027301707599572,3.37745030631427e-05,-0.0017201670814630298,0.10410935767582224,0.5703389001143528,-0.9280348873451114,-0.007637259977769227,0.11559513311160514,-0.18453342612718454,-0.04607094703021269,0.007637259977769227,0.04607094703021269,1.002791116694668
roll_rate,-0.010889428216212159,-0.002067853289365308,0.004283759749508501,0.5759621252801078,-0.07818779251708977,1.323123562426959,-0.0022488692469621887,-0.0005705600526295303,-0.0033842035857582897,0.0006246072315236977,-0.00744151942741177,0.03579817329154036,0.0033842035857582897,-0.03579817329154036,0.004369637844639202
pitch_rate,0.03406079583744885,0.005091504614704288,-0.1408833053603779,0.12694918550901793,0.6477588106733159,-0.6677779454600058,0.0276438650052578,0.013953682484097682,-0.008910972454652145,0.0040003496121529675,0.0005052028022296817,0.0406964580851359,0.008910972454652145,-0.0406964580851359,-0.1396969944691931
yaw_rate,0.0044182223542916605,0.00309661691094583,-0.01152680119562417,-0.060854661818206424,-0.013653344588390588,1.076066455435512,0.0025257778528967054,-0.0022094521439038253,0.0004519055152495987,0.0011031997310046735,-0.004397781557599295,-0.011350774068200831,-0.0004519055152495987,0.011350774068200831,-0.011367011756682095
position_x,0.0034044373238717117,0.001614191432282462,-0.013378925376689683,-0.0012987936668093826,0.0011232234125261164,0.0365065218523505,0.9907182492905797,-0.0018414027546166398,0.0019511770580580164,-0.0010694576728546977,-0.0017247696835734573,-0.0246059570894937,-0.0019511770580580164,0.0246059570894937,-0.013023479239646054
position_y,-0.0007915648275002774,-0.00044087292698451815,0.022244810054967038,-0.009293912280032623,-0.001550189244674622,0.01657147825340108,-0.002272081228496816,0.9996454018596963,-0.00023229373973030187,0.0015543279188623036,-0.01109346741786136,-0.012242423346829314,0.00023229373973030187,0.012242423346829314,0.021983418447444343
position_z,4.79785643358706e-05,3.6468512205978685e-05,0.001505859434805213,-0.00023463178081777002,-0.00013140712583662115,0.003118790381101017,-0.00046419451873174063,-0.00011386028981285833,0.9978007273974636,0.0,8.589773470972121e-05,-0.0025674394344748883,-0.9978007273974636,0.0025674394344748883,0.0015026639284645709
velocity_x,0.020341359639808605,0.017472786001278155,-0.08900276536222657,-0.007984710694327143,-0.0002885602233230557,-0.026512066109531433,0.10268193748367696,0.01903741703809999,0.001514379534622899,0.9892833768485734,0.011814200926822702,0.05417824510576709,-0.001514379534622899,-0.05417824510576709,-0.08809773125986253
velocity_y,-0.002691622313992557,0.0005162462610187094,-0.002468120853062016,0.02627797363760122,-0.0020982480394842354,0.003757623451518962,0.004384359409324447,0.11369388953350097,0.0033036033835515026,0.00038239150216029224,0.9916309633121796,0.06890765657827666,-0.0033036033835515026,-0.06890765657827666,-0.002827381333671221
velocity_z,0.002804843739280918,0.0013375795647641033,-0.02673146094530215,-0.003276612232729427,-0.0007346526896172388,0.00865444570347182,0.004302251616410462,-0.0035208342524656665,0.09226866429993305,-0.0010807360809543714,-0.0039160221668188295,0.9898688918396883,-0.09226866429993305,-0.9898688918396883,-0.02612541432629366
altitude,3.3416194566566715e-05,-3.61976409044517e-06,-0.00036958795253691544,4.42035775361193e-05,4.435854832239917e-06,-0.00023228629873580297,0.0005314447173424511,-2.1567855296190804e-05,-0.0003866979418534757,0.0010854037057941622,-0.0007559995858470879,0.0014586247079370785,0.0003866979418534757,-0.0014586247079370785,-0.0003515293318157707
vertical_speed,-9.450426106594795e-06,-1.8259146802366957e-07,6.742311390550888e-05,4.2877995224464063e-07,3.6310135927399017e-06,-6.248357767943383e-05,-0.00015901809384700883,0.00017187129362982055,-9.96530137054349e-05,0.0002874198820393495,0.0,-0.000308819101770643,9.96530137054349e-05,0.000308819101770643,6.547829990476245e-05
heading,-0.005838114444521859,-0.003798000669394802,0.03474025256807498,0.003288813319044491,0.0,-0.10018452879948159,-0.5677970239103335,0.9308205577690142,0.007411919038254437,-0.1131476870047885,0.1751265946742915,0.05814831917682026,-0.007411919038254437,-0.05814831917682026,0.03414655038994075
