received_time_ns,event_type,field_name,previous_value,current_value
1775898429070536612,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898429070536612,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775898430360982835,vehicle_control_mode_events,flag_armed,False,True
1775898430360982835,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775898430360982835,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775898441154470519,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898441154470519,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775898449221119346,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775898449221119346,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775898455840686959,vehicle_control_mode_events,flag_armed,True,False
1775898455840686959,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898455840686959,vehicle_control_mode_events,flag_control_auto_enabled,True,False
