received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775925545206261521,12587,0,100,0
1775925545258591695,12587,0,100,0
1775925545310560812,12587,0,100,0
1775925545373101973,12587,0,100,0
1775925545425193170,12587,0,100,0
1775925545479402712,12587,0,100,0
1775925545531566358,12587,0,100,0
1775925545583699347,12587,0,100,0
1775925545635495663,12587,0,100,0
1775925545636683924,12587,0,100,0
1775925545688316751,12587,0,100,0
1775925545740146731,12587,0,100,0
1775925545792143176,12587,0,100,0
1775925545844793255,12587,0,100,0
1775925545903762369,12587,0,100,0
1775925545955756158,12587,0,100,0
1775925546007587002,12587,0,100,0
1775925546059384022,12587,0,100,0
1775925546111235249,12587,0,100,0
1775925546163642224,12587,0,100,0
1775925546216029486,12587,0,100,0
1775925546267870954,12587,0,100,0
1775925546319887238,12587,0,100,0
1775925546371704642,12587,0,100,0
1775925546424202817,12587,0,100,0
1775925546477159457,12587,0,100,0
1775925546530850725,12587,0,100,0
1775925546582818817,12587,0,100,0
1775925546635049791,12587,0,100,0
1775925546687267644,12587,0,100,0
1775925546688453474,12587,0,100,0
1775925546739974204,12587,0,100,0
1775925546791986201,12587,0,100,0
1775925546844410583,12587,0,100,0
1775925546896404115,12587,0,100,0
1775925546948501648,12587,0,100,0
1775925547000503149,12587,0,100,0
1775925547052392649,12587,0,100,0
1775925547104323781,12587,0,100,0
1775925547156172321,12587,0,100,0
1775925547208076349,12587,0,100,0
1775925547260205114,12587,0,100,0
1775925547311979541,12587,0,100,0
1775925547363939857,12587,0,100,0
1775925547416133647,12587,0,100,0
1775925547468082507,12587,0,100,0
1775925547519951591,12587,0,100,0
1775925547571911779,12587,0,100,0
1775925547624372897,12587,0,100,0
1775925547677387010,12587,0,100,0
1775925547729675039,12587,0,100,0
1775925547782349535,12587,0,100,0
1775925547834315835,12587,0,100,0
1775925547886179767,12587,0,100,0
1775925547888180319,12587,0,100,0
1775925547940123067,12587,0,100,0
1775925547992987867,12587,0,100,0
1775925548045002936,12587,0,100,0
1775925548096998036,12587,0,100,0
1775925548149325586,12587,0,100,0
1775925548201559631,12587,0,100,0
1775925548253762732,12587,0,100,0
1775925548305704200,12587,0,100,0
1775925548358059206,12587,0,100,0
1775925548410424836,12587,0,100,0
1775925548464595593,12587,0,100,0
1775925548516577509,12587,0,100,0
1775925548568458369,12587,0,100,0
1775925548620702846,12587,0,100,0
1775925548672578778,12587,0,100,0
1775925548724662839,12587,0,100,0
1775925548777031508,12587,0,100,0
1775925548829752852,12587,0,100,0
1775925548881756944,12587,0,100,0
1775925548934056621,12587,0,100,0
1775925548986516524,12587,0,100,0
1775925548987710641,12587,0,100,0
1775925549089762945,12587,0,100,0
1775925549091629065,12587,0,100,0
1775925549144306408,12587,0,100,0
1775925549196959046,12587,0,100,0
1775925549249590309,12587,0,100,0
1775925549301560289,12587,0,100,0
1775925549354375521,12587,0,100,0
1775925549406653022,12587,0,100,0
1775925549459491390,12587,0,100,0
1775925549511977500,12587,0,100,0
1775925549564631579,12587,0,100,0
1775925549616486070,12587,0,100,0
1775925549668848116,12587,0,100,0
1775925549721575987,12587,0,100,0
1775925549773544047,12587,0,100,0
1775925549825854828,12587,0,100,0
1775925549890156861,12587,0,100,0
1775925549891600227,12587,0,100,0
1775925549943636575,12587,0,100,0
1775925549996720480,12587,0,100,0
1775925550049738400,12587,0,100,0
1775925550101940093,12587,0,100,0
1775925550153818424,12587,0,100,0
1775925550206016981,12587,0,100,0
1775925550258710100,12587,0,100,0
1775925550311016369,12587,0,100,0
1775925550363411055,12587,0,100,0
1775925550415531467,12587,0,100,0
1775925550467469799,12587,0,100,0
1775925550520006245,12587,0,100,0
1775925550572420451,12587,0,100,0
1775925550625411971,12587,0,100,0
1775925550677812257,12587,0,100,0
1775925550730568192,12587,0,100,0
1775925550783071006,12587,0,100,0
1775925550835754461,12587,0,100,0
1775925550888317979,12587,0,100,0
1775925550889563040,12587,0,100,0
1775925550941318683,12587,0,100,0
1775925550993957498,12587,0,100,0
1775925551045899670,12587,0,100,0
1775925551098175379,12587,0,100,0
1775925551150735505,12587,0,100,0
1775925551202836429,12587,0,100,0
1775925551254752361,12587,0,100,0
1775925551306807493,12587,0,100,0
1775925551359185186,12587,0,100,0
1775925551411308318,12587,0,100,0
1775925551463728476,12587,0,100,0
1775925551515915577,12587,0,100,0
1775925551567836596,12587,0,100,0
1775925551620030033,12587,0,100,0
1775925551672307694,12587,0,100,0
1775925551724772907,12587,0,100,0
1775925551778021645,12587,0,100,0
1775925551830193385,12587,0,100,0
1775925551882090949,12587,0,100,0
1775925551934182849,12587,0,100,0
1775925551986165532,12587,0,100,0
1775925551987493794,12587,0,100,0
1775925552089847091,12587,0,100,0
1775925552091201048,12587,0,100,0
1775925552143320052,12587,0,100,0
1775925552195882451,12587,0,100,0
1775925552248237936,12587,0,100,0
1775925552300027754,12587,0,100,0
1775925552352066150,12587,0,100,0
1775925552404291139,12587,0,100,0
1775925552456911585,12587,0,100,0
1775925552509234622,12587,0,100,0
1775925552561111353,12587,0,100,0
1775925552613502647,12587,0,100,0
1775925552665422514,12587,0,100,0
1775925552718227889,12587,0,100,0
1775925552770131564,12587,0,100,0
1775925552822673578,12587,0,100,0
1775925552874896871,12587,0,100,0
1775925552928299913,12587,0,100,0
1775925552980859751,12587,0,100,0
1775925553033258308,12587,0,100,0
1775925553086300516,12587,0,100,0
1775925553138196447,12587,0,100,0
1775925553139391844,12587,0,100,0
1775925553191165183,12587,0,100,0
1775925553244212607,12587,0,100,0
1775925553296710876,12587,0,100,0
1775925553349079033,12587,0,100,0
1775925553401025909,12587,0,100,0
1775925553452973712,12587,0,100,0
1775925553504806731,12587,0,100,0
1775925553556715078,12587,0,100,0
1775925553608600033,12587,0,100,0
1775925553660641789,12587,0,100,0
1775925553713968382,12587,0,100,0
1775925553766563676,12587,0,100,0
1775925553818422103,12587,0,100,0
1775925553870266962,12587,0,100,0
1775925553922082508,12587,0,100,0
1775925553973872135,12587,0,100,0
1775925554026058819,12587,0,100,0
1775925554077995391,12587,0,100,0
1775925554089984017,12587,0,100,0
1775925554142056621,12587,0,100,0
1775925554194273737,12587,0,100,0
1775925554246930663,12587,0,100,0
1775925554298853634,12587,0,100,0
1775925554350805150,12587,0,100,0
1775925554402797369,12587,0,100,0
1775925554454780116,12587,0,100,0
1775925554506560719,12587,0,100,0
1775925554558695915,12587,0,100,0
1775925554610881255,12587,0,100,0
1775925554662898658,12587,0,100,0
1775925554715035486,12587,0,100,0
1775925554767363771,12587,0,100,0
1775925554819189654,12587,0,100,0
1775925554871107153,12587,0,100,0
1775925554923033228,12587,0,100,0
1775925554975297544,12587,0,100,0
1775925555027398532,12587,0,100,0
1775925555079564384,12587,0,100,0
1775925555131763036,12587,0,100,0
1775925557185921486,12587,0,100,0
1775925557187404436,12587,0,100,0
1775925557188973786,12587,0,100,0
1775925557190076127,12587,0,100,0
1775925557191206308,12587,0,100,0
1775925557192509097,12587,0,100,0
1775925557194593106,12587,0,100,0
1775925557196428058,12587,0,100,0
1775925557197958944,12587,0,100,0
1775925557199631559,12587,0,100,0
1775925557201111822,12587,0,100,0
1775925557202659060,12587,0,100,0
1775925557203534296,12587,0,100,0
