feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,0.009824182432767873,0.008751020237814832,-0.008657655147889645,-0.002990985158712572,-0.002862730648047195,-0.02358730974520844
command_pitch,0.012274868060533359,0.010990672420583741,-0.010937930003443069,-0.0038449672173861632,-0.0036159841389780474,-0.029854645785051676
command_yaw,0.02443075905326581,0.021736615202657572,-0.021751068356444747,-0.0074289210528990166,-0.0066332133608853795,-0.059789052603025486
command_throttle,-0.03099031466306068,-0.026586104254343983,0.04217131995519176,0.009085864821188089,0.0007799433730137787,0.039092178591029716
roll,2.2804583131501577,0.1949013333763181,0.7975171445507231,-0.23183755378877133,0.45084337892079757,-0.9186891124696602
pitch,0.49586057360587266,2.3957738205323786,-0.437869869137016,0.11333255217629282,0.3284329957248056,-0.5453355975654135
yaw,-0.0020159458812157895,-0.0006232571624841854,0.6280864605600025,-0.0070706277936075255,-0.021812505626771762,-0.01030735196371025
roll_rate,0.005306791501983864,0.009954198546735484,0.02399478890588809,1.6925235045318368,-0.06564850761935333,0.7463850204104854
pitch_rate,0.008412854435508764,-0.006859172240643214,-0.011101268518422977,0.2368209538709991,1.588203836644365,-0.2962097402263222
yaw_rate,-0.006564504524261551,-0.006663638888199843,0.006216310598024029,0.08291660563199345,-0.13909305178639492,2.095273614157301
position_x,0.0060667244895058065,-0.0019621483578972044,0.0020421836324035804,-0.012165833755140399,0.010227625202175593,-0.01238637832971024
position_y,-0.002045009121602543,0.0024897166230361334,0.021606148195472415,-0.005950912966579976,0.007028995366789614,-0.0011992450355525091
position_z,-0.0007731726740713566,-0.0008747255532862303,-0.006995494372012438,-0.0025013020468799183,-0.0030825392210668654,0.007683968728963245
velocity_x,0.008362189998947714,0.006980183390224276,-0.0444838397413257,0.07854687794908662,0.06944444182346213,0.14610389896111003
velocity_y,-0.007798606000932788,0.007216218270375239,-0.07287715795321331,-0.04835677994896969,-0.020010874837015215,-0.05599236499267368
velocity_z,-0.020505895501749874,0.0026579572393664137,-0.04641518970593651,-0.0036380930861730117,-0.028338707353681408,-0.028855078499225303
altitude,0.0007731726740703099,0.0008747255532857748,0.006995494372008505,0.0025013020468792257,0.0030825392210655196,-0.007683968728957529
vertical_speed,0.020505895501746495,-0.002657957239367075,0.046415189705858444,0.003638093086161296,0.0283387073536502,0.02885507849920107
heading,-0.0028934905801943117,-0.0007426980288404734,0.6123369468449227,-0.00736767993679777,-0.021107644339664625,-0.010090656670540876
command_roll__lag_1,0.01690192766645466,0.01086181366762299,0.01015667719976936,0.006297742263480854,0.013702712200480572,0.0020197639906111148
command_pitch__lag_1,0.02114648816625645,0.013649658851459377,0.012596614438955302,0.007983328010422496,0.017231480831777977,0.002534889167964987
