received_time_ns,timestamp,arming_state,nav_state,nav_state_user_intention,failsafe,failsafe_defer_state,failure_detector_status,pre_flight_checks_pass,gcs_connection_lost,latest_arming_reason,latest_disarming_reason,vehicle_type
1775896523877804433,1775896522779326,1,4,4,False,0,0,True,True,0,0,1
1775896523999565801,1775896522887326,1,4,4,False,0,0,True,True,0,0,1
1775896524208697145,1775896523071326,1,2,2,False,0,0,False,True,0,0,1
1775896524325296525,1775896523171326,1,2,2,False,0,0,True,True,0,0,1
1775896524889930453,1775896523675326,1,2,2,False,0,0,True,True,0,0,1
1775896525460015970,1775896524167326,2,14,14,False,0,0,True,True,4,0,1
1775896526041186220,1775896524667326,2,14,14,False,0,0,True,True,4,0,1
1775896526587639232,1775896525171326,2,14,14,False,0,0,True,True,4,0,1
1775896527147322477,1775896525679326,2,14,14,False,0,0,True,True,4,0,1
1775896527694237408,1775896527691872,2,14,14,False,0,0,True,True,4,0,1
1775896528286504629,1775896528285673,2,14,14,False,0,0,True,True,4,0,1
1775896528856589941,1775896528862461,2,14,14,False,0,0,True,True,4,0,1
1775896529456542699,1775896529420054,2,14,14,False,0,0,True,True,4,0,1
1775896530026934828,1775896529928054,2,14,14,False,0,0,True,True,4,0,1
1775896530588628843,1775896530428054,2,14,14,False,0,0,True,True,4,0,1
1775896531166869897,1775896530928054,2,14,14,False,0,0,True,True,4,0,1
1775896531758240164,1775896531432054,2,14,14,False,0,0,True,True,4,0,1
1775896532357106975,1775896531940054,2,14,14,False,0,0,True,True,4,0,1
1775896532923502840,1775896532440054,2,14,14,False,0,0,True,True,4,0,1
1775896533522883122,1775896532944054,2,14,14,False,0,0,True,True,4,0,1
1775896534090216289,1775896533444054,2,14,14,False,0,0,True,True,4,0,1
1775896534659633905,1775896533944054,2,14,14,False,0,0,True,True,4,0,1
1775896535219666983,1775896534448054,2,14,14,False,0,0,True,True,4,0,1
1775896535364655830,1775896534568054,2,14,14,False,0,0,True,True,4,0,1
1775896535382396959,1775896534580054,2,2,2,False,0,0,True,True,4,0,1
1775896535975108091,1775896535088054,2,2,2,False,0,0,True,True,4,0,1
1775896536568155992,1775896535596054,2,2,2,False,0,0,True,True,4,0,1
1775896537155924051,1775896536100054,2,2,2,False,0,0,True,True,4,0,1
1775896537707648011,1775896536608054,2,2,2,False,0,0,True,True,4,0,1
1775896538298012320,1775896537116054,2,2,2,False,0,0,True,True,4,0,1
1775896538875705014,1775896537624054,2,2,2,False,0,0,True,True,4,0,1
1775896539468598119,1775896538132054,2,2,2,False,0,0,True,True,4,0,1
1775896540034813580,1775896538644054,2,2,2,False,0,0,True,True,4,0,1
1775896540593342462,1775896539144054,2,2,2,False,0,0,True,True,4,0,1
1775896541156924216,1775896539652054,2,2,2,False,0,0,True,True,4,0,1
1775896541743145099,1775896540160054,2,2,2,False,0,0,True,True,4,0,1
1775896542288940836,1775896542282448,2,2,2,False,0,0,True,True,4,0,1
1775896542877117723,1775896542878879,2,2,2,False,0,0,True,True,4,0,1
1775896543399136474,1775896543398768,2,2,2,False,0,0,True,True,4,0,1
1775896543418684549,1775896543412396,2,18,18,False,0,0,True,True,4,0,1
1775896543425476814,1775896543426025,2,18,18,False,0,0,True,True,4,0,1
1775896544005570136,1775896543950031,2,18,18,False,0,0,True,True,4,0,1
1775896544625739277,1775896544454031,2,18,18,False,0,0,True,True,4,0,1
1775896545194988700,1775896544962031,2,18,18,False,0,0,True,True,4,0,1
1775896545787454938,1775896545466031,2,18,18,False,0,0,True,True,4,0,1
1775896546353541032,1775896545970031,2,18,18,False,0,0,True,True,4,0,1
1775896546867240554,1775896546470031,2,18,18,False,0,0,True,True,4,0,1
1775896547457750485,1775896546978031,2,18,18,False,0,0,True,True,4,0,1
1775896548043528724,1775896547486031,2,18,18,False,0,0,True,True,4,0,1
1775896548637535562,1775896547990031,2,18,18,False,0,0,True,True,4,0,1
1775896549200992789,1775896548494031,2,18,18,False,0,0,True,True,4,0,1
1775896549793014675,1775896549002031,2,18,18,False,0,0,True,True,4,0,1
1775896550367656195,1775896549510031,2,18,18,False,0,0,True,True,4,0,1
1775896550953201144,1775896550014031,2,18,18,False,0,0,True,True,4,0,1
1775896551477262527,1775896550490031,1,2,2,False,0,0,True,True,4,6,1
1775896552058323912,1775896550994031,1,2,2,False,0,0,True,True,4,6,1
1775896552196457192,1775896551114031,1,2,2,False,0,0,False,True,4,6,1
