received_time_ns,base_mode,custom_mode,system_status
1775762935656465359,209,0,3
1775762936666225526,209,0,3
1775762937690252057,209,0,3
1775762938662216678,209,0,3
1775762939638087072,209,0,3
1775762940653096129,209,0,3
1775762941672064560,209,0,3
1775762942683187210,209,0,3
1775762943640440130,209,0,3
1775762946653262365,81,0,3
1775762946653352087,81,9,3
1775762946673609048,81,9,3
1775762946696789412,81,9,3
