window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
0.05593016901691607,0.015054221512048173,1.4405976529880888,-10.38436317582472,214.639856555914,-5.061501704760017,0.05593016901691607,0.015054221512048173,1.4405976529880888,10.384412371638312,-214.65704642954208,-5.061501704760017
