feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,0.09550680448826702,-0.0017047230889809736,-0.007026499682386861,0.003953557235787329,0.00355354756171679,-0.000790689646616475
command_pitch,0.0027130859487988286,0.14119120727573586,0.04560899609029903,0.01377121550924911,0.01122428122193347,-0.012506364588990737
command_yaw,0.0024504234501291603,-0.0005716514623765095,0.04272269676908758,0.01455974328701519,0.004882129635918881,-0.006323757791822194
command_throttle,-0.0011453693275568558,0.0005378055346025073,0.0649684056228918,-0.005020384657711188,0.0007391297431145479,0.00023641997054891974
roll,0.8407350732604412,-0.00017564968920724482,0.1417032201109804,0.0026870829423851,-0.01194977080089598,-0.07331763159504517
pitch,0.007906001049599891,0.8640259905019313,-0.011441716960312542,-0.006605719328356664,0.01858768345193994,0.07617003123825859
yaw,-0.07722559988133773,-0.010045020717623112,2.8274923733883126,-0.24234977894966614,-0.10509745050780052,-0.022297389018326542
roll_rate,0.0033588921000363135,-0.002778129357085905,-0.01598167000394174,0.5683016922192707,-0.09684921818382097,0.7093163973581929
pitch_rate,0.007128158166366421,-0.0013121022267903733,-0.042258306898270565,0.13679693189223652,0.6828365262164764,-0.5211401495856078
yaw_rate,0.0010877343478762906,6.893446912143227e-05,-0.007593376081395386,-0.02833039328878737,0.0016237821182590315,1.02518424636044
position_x,-0.00047539184037082927,-0.0011930305529606194,0.001802378495514611,0.0015668287983219512,-0.0022858362456341734,0.0017649306267933265
position_y,9.856842647339696e-05,-0.0004468277453888732,0.0078017507935043365,-0.005128038463605517,0.0014200963649435565,-0.002475319442558462
position_z,5.2404584114221294e-05,1.1860178016438482e-05,0.0008817079454423358,-3.106009383618893e-05,3.3138296339831336e-05,0.0005181225630880094
velocity_x,0.0032257808228588385,0.006098426763212934,-0.017868101848736738,-0.004732812697688553,0.004794413149173862,-0.0020636154263236686
velocity_y,-0.011000842018165766,0.0034821978320430575,0.027610803007862957,0.008216625558809192,-0.002715987135799806,0.012857194374036976
velocity_z,0.00038557576522628553,0.00010383701963548883,-0.008871572819963716,0.00011511439868068907,1.3213701085453022e-06,-0.0002925958812537656
altitude,-5.240458411449563e-05,-1.1860178016484686e-05,-0.0008817079454341258,3.106009383543329e-05,-3.313829634016962e-05,-0.0005181225630881334
vertical_speed,-0.00038557576522626753,-0.00010383701963546941,0.008871572819962661,-0.00011511439868077636,-1.3213701084321115e-06,0.0002925958812537858
heading,0.07558715871625409,0.009925214178201549,-1.82258444841893,0.24512152234316678,0.10494070338942936,0.02697057399891565
mode_offboard_attitude,-0.00046226708912569146,0.00023123282167778164,0.018493907948310084,-0.0018982723479065264,0.0003147610867780253,-0.0001869699935396628
mode_posctl,0.0004622670891260526,-0.000231232821677729,-0.01849390794832128,0.0018982723479076258,-0.0003147610867775397,0.00018696999353981676
