received_time_ns,event_type,field_name,previous_value,current_value
1775897345512769272,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897345512769272,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775897346817078459,vehicle_control_mode_events,flag_armed,False,True
1775897346817078459,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897346817078459,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775897360057028923,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897360057028923,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775897368130093093,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897368130093093,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775897375330774425,vehicle_control_mode_events,flag_armed,True,False
1775897375330774425,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897375330774425,vehicle_control_mode_events,flag_control_auto_enabled,True,False
