window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
0.020245427733567984,0.015022511592156035,89.42916093447337,-0.19322414935376278,0.17116882489719598,0.14947761874125615,0.020245427733567984,0.015022511592156035,89.42916093447337,0.1933285814790334,-0.18832682397286504,0.14947761874125615
