received_time_ns,event_type,field_name,previous_value,current_value
1775898087265993709,vehicle_status_events,arming_state,1,2
1775898087265993709,vehicle_status_events,nav_state,4,14
1775898106140266871,vehicle_status_events,nav_state,14,18
1775898112926644370,vehicle_status_events,arming_state,2,1
1775898112926644370,vehicle_status_events,nav_state,18,14
1775898112926644370,vehicle_status_events,pre_flight_checks_pass,True,False
