received_time_ns,event_type,field_name,previous_value,current_value
1775658362218721787,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658362218721787,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775658362607206158,vehicle_control_mode_events,flag_armed,False,True
1775658362607206158,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658362607206158,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775658372461872582,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658372461872582,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775658380513546081,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658380513546081,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775658386093282899,vehicle_control_mode_events,flag_armed,True,False
1775658386093282899,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658386093282899,vehicle_control_mode_events,flag_control_auto_enabled,True,False
