received_time_ns,timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,thrust_body_x,thrust_body_y,thrust_body_z,reset_integral
1775897555864943104,2836000,-0.0,-0.0,-6.138492153695552e-06,0.0,0.0,0.0,-0.0010000000474974513,False
1775897555876943104,2848000,-0.0,-0.0,-7.2459915827494115e-06,0.0,0.0,0.0,-0.0010000000474974513,False
1775897555920943104,2892000,-0.0,-0.0,-7.80203663452994e-06,0.0,0.0,0.0,-0.0010000000474974513,False
1775897555968943104,2940000,-0.0,-0.0,-7.112395451258635e-06,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556016943104,2988000,-0.0,-0.0,-7.761962478980422e-06,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556068943104,3040000,-0.0,-0.0,-9.026469342643395e-06,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556116943104,3088000,-0.0,-0.0,-1.3665773622051347e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556152943104,3124000,-0.0,-0.0,-7.997215107025113e-06,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556216943104,3188000,-0.0,-0.0,-1.0450837180542294e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556272943104,3244000,-0.0,-0.0,-1.1194508260814473e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556320943104,3292000,-0.0,-0.0,-1.3304711501405109e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556368943104,3340000,-0.0,-0.0,-1.2000868991890457e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556428943104,3400000,-0.0,-0.0,-1.2634534868993796e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556472943104,3444000,-0.0,-0.0,-1.3280309758556541e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556520943104,3492000,-0.0,-0.0,-1.6009746104828082e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556568943104,3540000,-0.0,-0.0,-1.9030765542993322e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556616943104,3588000,-0.0,-0.0,-2.3179709387477487e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556668943104,3640000,-0.0,-0.0,-2.7611620680545457e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556724943104,3696000,-0.0,-0.0,-3.0317221899167635e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556768943104,3740000,-0.0,-0.0,-2.8238977392902598e-05,0.0,0.0,0.0,-0.0010000000474974513,False
1775897556816943104,3788000,-0.0,-0.0,-2.9860142603865825e-05,0.0,0.0,0.0,-0.0010000000474974513,False
