received_time_ns,x,y,z,vx,vy,vz
1775928440622193785,0.0,0.0,0.027,0.0,0.0,0.03
1775928440674135719,0.0,0.0,0.027,0.0,0.0,0.03
1775928440726313999,0.0,0.0,0.027,0.0,0.0,0.03
1775928440778275516,0.0,0.0,0.027,0.0,0.0,0.03
1775928440830730811,0.0,0.0,0.027,0.0,0.0,0.03
1775928440882772390,0.0,0.0,0.027,0.0,0.0,0.03
1775928440935691574,0.0,0.0,0.027,0.0,0.0,0.03
1775928440987910331,0.0,0.0,0.027,0.0,0.0,0.03
1775928441039965064,0.0,0.0,0.027,0.0,0.0,0.03
1775928441091761469,0.0,0.0,0.027,0.0,0.0,0.03
1775928441143717645,0.0,0.0,0.027,0.0,0.0,0.02
1775928441196253162,0.0,0.0,0.027,0.0,0.0,0.02
1775928441248566511,0.0,0.0,0.027,0.0,0.0,0.02
1775928441301518527,0.0,0.0,0.027,0.0,0.0,0.02
1775928441353555117,0.0,0.0,0.027,0.0,0.0,0.02
1775928441406348802,0.0,0.0,0.027,0.0,0.0,0.02
1775928441458199286,0.0,0.0,0.027,0.0,0.0,0.02
1775928441510249155,0.0,0.0,0.027,0.0,0.0,0.02
1775928441562767169,0.0,0.0,0.027,0.0,0.0,0.02
1775928441614858125,0.0,0.0,0.027,0.0,0.0,0.02
1775928441667430793,0.0,0.0,0.027,0.0,0.0,0.02
1775928441719739310,0.0,0.0,0.027,0.0,0.0,0.02
1775928441721089827,0.0,0.0,0.027,0.0,0.0,0.02
1775928441772962422,0.0,0.0,0.027,0.0,0.0,0.01
1775928441825408950,0.0,0.0,0.027,0.0,0.0,0.01
1775928441877692380,0.0,0.0,0.027,0.0,0.0,0.01
1775928441930387924,0.0,0.0,0.027,0.0,0.0,0.01
1775928441983063182,0.0,0.0,0.027,0.0,0.0,0.01
1775928442035595756,0.0,0.0,0.027,0.0,0.0,0.01
1775928442088394372,0.0,0.0,0.027,0.0,0.0,0.01
1775928442140340886,0.0,0.0,0.027,0.0,0.0,0.01
1775928442192607934,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775928442244660237,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
