delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
0.20574063364634174,0.055781394717349254,0.328724465291995,-1.3943781395321153,-1.4429416829649662,0.06492279418770136,0.10454177338410142,0.10655342183790645,-1.0944531340061319,-0.11448433978490737,0.05487798988662567,-1.7553329352571443,1.0944531340061319,1.7553329352571443,0.32395480242280544
