window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
0.003626405524183201,0.0028311614983902774,0.009124285650101704,-0.002975826566829037,0.001091492352217194,-0.004933137124284664,0.05150967978432845,0.04492633541205246,0.1917326982330007,0.00530305117538059,0.01036823391788633,0.0071909628736171235
