received_time_ns,base_mode,custom_mode,system_status
1775929021486259448,209,0,3
1775929022478685575,209,0,3
1775929023474280293,209,0,3
1775929024467496476,209,0,3
1775929025460452131,209,0,3
1775929026456562459,209,0,3
1775929027450801729,209,0,3
1775929028491354918,209,0,3
1775929029490693443,209,0,3
1775929032461127657,81,0,3
1775929032461212872,81,9,3
1775929032485188867,81,9,3
1775929032505060908,81,9,3
