received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775929020494957567,12587,0,100,0
1775929020547033376,12587,0,100,0
1775929020599281598,12587,0,100,0
1775929020651139492,12587,0,100,0
1775929020703009929,12587,0,100,0
1775929020755227431,12587,0,100,0
1775929020807353447,12587,0,100,0
1775929020859289867,12587,0,100,0
1775929020911227311,12587,0,100,0
1775929020963693609,12587,0,100,0
1775929021016238625,12587,0,100,0
1775929021068579678,12587,0,100,0
1775929021120747838,12587,0,100,0
1775929021122027430,12587,0,100,0
1775929021224156784,12587,0,100,0
1775929021225431447,12587,0,100,0
1775929021277009507,12587,0,100,0
1775929021329563995,12587,0,100,0
1775929021381750779,12587,0,100,0
1775929021433965306,12587,0,100,0
1775929021486526099,12587,0,100,0
1775929021538686163,12587,0,100,0
1775929021590849011,12587,0,100,0
1775929021643035507,12587,0,100,0
1775929021695633739,12587,0,100,0
1775929021747719180,12587,0,100,0
1775929021799739407,12587,0,100,0
1775929021852109515,12587,0,100,0
1775929021904167693,12587,0,100,0
1775929021956553161,12587,0,100,0
1775929022008487342,12587,0,100,0
1775929022060377140,12587,0,100,0
1775929022112417783,12587,0,100,0
1775929022164582104,12587,0,100,0
1775929022216701401,12587,0,100,0
1775929022268672190,12587,0,100,0
1775929022320886717,12587,0,100,0
1775929022372819586,12587,0,100,0
1775929022375037464,12587,0,100,0
1775929022426836672,12587,0,100,0
1775929022478998401,12587,0,100,0
1775929022531632313,12587,0,100,0
1775929022583481279,12587,0,100,0
1775929022635454180,12587,0,100,0
1775929022687944190,12587,0,100,0
1775929022740037856,12587,0,100,0
1775929022792143906,12587,0,100,0
1775929022844241732,12587,0,100,0
1775929022896626529,12587,0,100,0
1775929022949015805,12587,0,100,0
1775929023001550391,12587,0,100,0
1775929023054023186,12587,0,100,0
1775929023106133588,12587,0,100,0
1775929023157953468,12587,0,100,0
1775929023210048447,12587,0,100,0
1775929023262714775,12587,0,100,0
1775929023315609034,12587,0,100,0
1775929023368647163,12587,0,100,0
1775929023420710686,12587,0,100,0
1775929023472859424,12587,0,100,0
1775929023525029153,12587,0,100,0
1775929023526357128,12587,0,100,0
1775929023578049522,12587,0,100,0
1775929023630867847,12587,0,100,0
1775929023683249604,12587,0,100,0
1775929023735185706,12587,0,100,0
1775929023787430634,12587,0,100,0
1775929023839407471,12587,0,100,0
1775929023892077798,12587,0,100,0
1775929023944157033,12587,0,100,0
1775929023997257209,12587,0,100,0
1775929024049228926,12587,0,100,0
1775929024101147205,12587,0,100,0
1775929024153563714,12587,0,100,0
1775929024205785347,12587,0,100,0
1775929024258115874,12587,0,100,0
1775929024310119143,12587,0,100,0
1775929024362115596,12587,0,100,0
1775929024414282926,12587,0,100,0
1775929024466349554,12587,0,100,0
1775929024518297112,12587,0,100,0
1775929024570280381,12587,0,100,0
1775929024622479774,12587,0,100,0
1775929024674565506,12587,0,100,0
1775929024676812183,12587,0,100,0
1775929024729081271,12587,0,100,0
1775929024781220218,12587,0,100,0
1775929024833906130,12587,0,100,0
1775929024885921942,12587,0,100,0
1775929024938082200,12587,0,100,0
1775929024990684594,12587,0,100,0
