received_time_ns,x,y,z,vx,vy,vz
1775929020494872577,0.0,0.0,0.027,0.0,0.0,0.03
1775929020546915843,0.0,0.0,0.027,0.0,0.0,0.03
1775929020599186144,0.0,0.0,0.027,0.0,0.0,0.03
1775929020651048261,0.0,0.0,0.027,0.0,0.0,0.03
1775929020702904619,0.0,0.0,0.027,0.0,0.0,0.03
1775929020755136937,0.0,0.0,0.027,0.0,0.0,0.03
1775929020807223626,0.0,0.0,0.027,0.0,0.0,0.03
1775929020859198541,0.0,0.0,0.027,0.0,0.0,0.03
1775929020911102193,0.0,0.0,0.027,0.0,0.0,0.03
1775929020963595147,0.0,0.0,0.027,0.0,0.0,0.03
1775929021016132291,0.0,0.0,0.027,0.0,0.0,0.02
1775929021068460096,0.0,0.0,0.027,0.0,0.0,0.02
1775929021120649088,0.0,0.0,0.027,0.0,0.0,0.02
1775929021121970983,0.0,0.0,0.027,0.0,0.0,0.02
1775929021224070417,0.0,0.0,0.027,0.0,0.0,0.02
1775929021225381528,0.0,0.0,0.027,0.0,0.0,0.02
1775929021276883781,0.0,0.0,0.027,0.0,0.0,0.02
1775929021329470269,0.0,0.0,0.027,0.0,0.0,0.02
1775929021381647421,0.0,0.0,0.027,0.0,0.0,0.02
1775929021433855676,0.0,0.0,0.027,0.0,0.0,0.02
1775929021486396309,0.0,0.0,0.027,0.0,0.0,0.02
1775929021538273499,0.0,0.0,0.027,0.0,0.0,0.02
1775929021590764853,0.0,0.0,0.027,0.0,0.0,0.02
1775929021642917045,0.0,0.0,0.027,0.0,0.0,0.01
1775929021695547916,0.0,0.0,0.027,0.0,0.0,0.01
1775929021747613614,0.0,0.0,0.027,0.0,0.0,0.01
1775929021799622257,0.0,0.0,0.027,0.0,0.0,0.01
1775929021852027917,0.0,0.0,0.027,0.0,0.0,0.01
1775929021904057871,0.0,0.0,0.027,0.0,0.0,0.01
1775929021956465323,0.0,0.0,0.027,0.0,0.0,0.01
1775929022008401935,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929022060289365,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929022112314713,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929022164391579,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929022216616955,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022268565280,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022320789343,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022372702949,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022374958746,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022426748354,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022478885219,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022531546714,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022583383617,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022635363653,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022687855392,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022739929346,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022792059620,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022844124102,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022896541282,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929022948897919,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929023001463192,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929023053939380,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929023106047734,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929023157868446,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929023209904834,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023262618201,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023315471149,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023368553085,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023420614080,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023472744098,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023524942435,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023526305289,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023577930612,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023630759497,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023683153574,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023735076748,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023787344619,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775929023839298641,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929023891993576,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929023944029100,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929023997169659,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024049140928,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024101051303,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024153437797,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024205552488,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024258028292,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024310009385,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024362019310,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024414184688,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024466264883,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024518204026,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024570169023,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024622397248,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024674444740,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775929024676703865,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929024728956506,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929024781076604,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929024833815411,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929024885826840,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929024937969563,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929024990571604,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025042426876,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025094496673,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025146415976,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025198414382,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025250937449,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025303172363,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025355087026,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025407352467,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025459190939,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025511114210,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025564360913,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025616819149,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025668826739,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025721333487,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025773331477,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025775404621,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025827450194,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025879505207,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025932209647,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929025984377458,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026036368184,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026088990066,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026140835708,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026193676210,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026246276397,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026299078116,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026351374629,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026403289357,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026455252596,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026507349816,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026559918515,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026611819804,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026663755107,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026715842568,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026768731837,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026821079901,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026872948902,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026874527752,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026926323314,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929026978383607,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929027030743895,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929027082960282,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929027135405112,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929027187627099,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929027239700576,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929027292463961,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775929027344412960,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
