received_time_ns,event_type,field_name,previous_value,current_value
1775896471266340945,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896471266340945,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896472468087610,vehicle_control_mode_events,flag_armed,False,True
1775896472468087610,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896472468087610,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896482439961571,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896482439961571,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896490487877298,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896490487877298,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896497788169364,vehicle_control_mode_events,flag_armed,True,False
1775896497788169364,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896497788169364,vehicle_control_mode_events,flag_control_auto_enabled,True,False
