future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
-0.2864891535651769,-0.0024014182753862145,152.1786720618745,-0.003286304330416101,0.08811051857333282,1.8830766092718951
