received_time_ns,event_type,field_name,previous_value,current_value
1775658661831155111,vehicle_status_events,nav_state,4,2
1775658661831155111,vehicle_status_events,pre_flight_checks_pass,True,False
1775658661941450891,vehicle_status_events,pre_flight_checks_pass,False,True
1775658662114910347,vehicle_status_events,arming_state,1,2
1775658662114910347,vehicle_status_events,nav_state,2,14
1775658672820382543,vehicle_status_events,nav_state,14,2
1775658680927125622,vehicle_status_events,nav_state,2,18
1775658686053078399,vehicle_status_events,arming_state,2,1
1775658686053078399,vehicle_status_events,nav_state,18,2
1775658686831014801,vehicle_status_events,pre_flight_checks_pass,True,False
