received_time_ns,event_type,field_name,previous_value,current_value
1775658661831420081,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658661831420081,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775658662112498770,vehicle_control_mode_events,flag_armed,False,True
1775658662112498770,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658662112498770,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775658672820643516,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658672820643516,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775658680927349579,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658680927349579,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775658686053245057,vehicle_control_mode_events,flag_armed,True,False
1775658686053245057,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658686053245057,vehicle_control_mode_events,flag_control_auto_enabled,True,False
