future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
0.004637919730122389,-0.02075819986382182,0.2495914073785989,-0.09056229102499576,0.09600909507593296,-0.14447129622256347,-0.05762240751788286,0.10866584587184662,0.06655467253453876,-0.050927846147633196,0.17382308706851782,0.15200635889301428,-0.06655467253453876,-0.15200635889301428,0.2482362619807293
