received_time_ns,event_type,field_name,previous_value,current_value
1775658265318019329,vehicle_status_events,nav_state,4,2
1775658265318019329,vehicle_status_events,pre_flight_checks_pass,True,False
1775658265428139766,vehicle_status_events,pre_flight_checks_pass,False,True
1775658265601944744,vehicle_status_events,arming_state,1,2
1775658265601944744,vehicle_status_events,nav_state,2,14
1775658274048155417,vehicle_status_events,nav_state,14,2
1775658282153162309,vehicle_status_events,nav_state,2,18
1775658287971070317,vehicle_status_events,arming_state,2,1
1775658287971070317,vehicle_status_events,nav_state,18,2
1775658288632325191,vehicle_status_events,pre_flight_checks_pass,True,False
