future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
-0.013069202481621313,0.012110706950160418,13.75047129445192,-0.05748815096462894,-0.022633960214024265,1.9356039821963824
