received_time_ns,event_type,field_name,previous_value,current_value
1775898752169314692,vehicle_status_events,nav_state,4,2
1775898752169314692,vehicle_status_events,pre_flight_checks_pass,True,False
1775898752299745320,vehicle_status_events,pre_flight_checks_pass,False,True
1775898753425866008,vehicle_status_events,arming_state,1,2
1775898753425866008,vehicle_status_events,nav_state,2,14
1775898761997402886,vehicle_status_events,nav_state,14,2
1775898770078371924,vehicle_status_events,nav_state,2,18
1775898777900765374,vehicle_status_events,arming_state,2,1
1775898777900765374,vehicle_status_events,nav_state,18,2
1775898778584106984,vehicle_status_events,pre_flight_checks_pass,True,False
