flight_mode,scenario,amplitude_tier,config_key,config_name,run_id,study_name,config_profile,artifact_dir,analysis_status,baseline_pair_split_rate,active_pair_split_rate,pair_split_specificity,pair_split_sign_consistency,pair_split_direction,baseline_collective_floor_rate,active_collective_floor_rate,collective_floor_specificity,accepted,failsafe_during_experiment,completion_reason,rejection_reasons,anomaly_summary,status,exit_code,research_acceptance
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro.yaml,20260417_000721_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_000721_ardupilot_attitude_pulse_train_throttle_r1,ok,0.01910828025477707,0.21212121212121213,0.19301293186643506,1.0,12_gt_34,0.39490445859872614,0.5757575757575758,0.18085311715884966,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro.yaml,20260417_000745_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_000745_ardupilot_attitude_pulse_train_throttle_r2,ok,0.01935483870967742,0.17647058823529413,0.15711574952561672,1.0,12_gt_34,0.38064516129032255,0.6176470588235294,0.23700189753320688,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro.yaml,20260417_000809_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_000809_ardupilot_attitude_pulse_train_throttle_r3,ok,0.012738853503184714,0.21212121212121213,0.19938235861802742,1.0,12_gt_34,0.3885350318471338,0.6060606060606061,0.2175255742134723,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro.yaml,20260417_000833_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_000833_ardupilot_attitude_pulse_train_throttle_r4,ok,0.02531645569620253,0.18181818181818182,0.1565017261219793,1.0,12_gt_34,0.3860759493670886,0.6060606060606061,0.21998465669351747,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro.yaml,20260417_000857_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,ardupilot_a2_guided_nogps_pair_pipeline_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_000857_ardupilot_attitude_pulse_train_throttle_r5,ok,0.018867924528301886,0.1875,0.16863207547169812,1.0,12_gt_34,0.3836477987421384,0.625,0.2413522012578616,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe.yaml,20260417_000921_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_000921_ardupilot_attitude_pulse_train_throttle_r1,ok,0.012738853503184714,0.21212121212121213,0.19938235861802742,1.0,12_gt_34,0.3821656050955414,0.6060606060606061,0.22389500096506465,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe.yaml,20260417_000945_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_000945_ardupilot_attitude_pulse_train_throttle_r2,ok,0.01910828025477707,0.21212121212121213,0.19301293186643506,1.0,12_gt_34,0.39490445859872614,0.5757575757575758,0.18085311715884966,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe.yaml,20260417_001009_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_001009_ardupilot_attitude_pulse_train_throttle_r3,ok,0.01282051282051282,0.2,0.18717948717948718,1.0,12_gt_34,0.38461538461538464,0.6,0.21538461538461534,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe.yaml,20260417_001033_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_001033_ardupilot_attitude_pulse_train_throttle_r4,ok,0.01910828025477707,0.21212121212121213,0.19301293186643506,1.0,12_gt_34,0.39490445859872614,0.5757575757575758,0.18085311715884966,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe.yaml,20260417_001057_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,ardupilot_a2_guided_nogps_pair_pipeline_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260417_001057_ardupilot_attitude_pulse_train_throttle_r5,ok,0.019230769230769232,0.20588235294117646,0.18665158371040724,1.0,12_gt_34,0.391025641025641,0.5882352941176471,0.19720965309200605,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
