roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.01870117328908267,0.02163265805155367,539.1138839179418,-0.0739532378523629,-0.15821971888685218,0.22694083050010522,0.01870117328908267,0.02163265805155367,539.1138839179418,-0.0739532378523629,-0.15821971888685218,0.22694083050010522
