roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
-0.030347088768222813,-0.0014979085967083902,1.102858365014015,-0.31817118800892075,-0.17188498304954009,0.22743968640953174,-0.05228787682659088,-0.01007145254325956,2.1142685140003024,-0.6098075603451624,-0.34349142605302985,0.3413264571415054
