scenario,amplitude_tier,config_key,config_name,run_id,study_name,config_profile,artifact_dir,analysis_status,baseline_command_throttle,baseline_actuator_1,baseline_actuator_2,baseline_actuator_3,baseline_actuator_4,baseline_sample_count,active_sample_count,aligned_sample_count,pulse_count_seen,mean_delta_actuator_pos,mean_delta_actuator_neg,slope_median,slope_abs_median,baseline_noise_mad,snr,accepted,failsafe_during_experiment,completion_reason,rejection_reasons,anomaly_summary,status,exit_code,research_acceptance
nominal,small,nominal-small,a2_nominal_small_v2c_LxUj.yaml,20260415_081522_ardupilot_manual_alternating_pulse_train_throttle_r1,ardupilot_a2_stabilize_readiness_nominal_small_v2pilotc,ardupilot_a2_stabilize_readiness_nominal_small_v2pilotc,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_081522_ardupilot_manual_alternating_pulse_train_throttle_r1,ok,0.65,0.1,0.1,0.1,0.1,156,34,190,5,-0.1,-0.05,0.0,19.999999999999982,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
nominal,medium,nominal-medium,a2_nominal_medium_v2c_9Hua.yaml,20260415_081556_ardupilot_manual_alternating_pulse_train_throttle_r1,ardupilot_a2_stabilize_readiness_nominal_medium_v2pilotc,ardupilot_a2_stabilize_readiness_nominal_medium_v2pilotc,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_081556_ardupilot_manual_alternating_pulse_train_throttle_r1,ok,0.65,0.1,0.1,0.1,0.1,156,33,189,5,-0.1,-0.05,0.0,9.999999999999991,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
