publish_time_ns,elapsed_s,profile_value,roll_body,pitch_body,yaw_body,thrust_z,command_roll,command_pitch,command_yaw,command_throttle,phase
1775925442676875100,2.8e-05,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925442727394562,0.050454,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925442780020882,0.103153,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925442831815966,0.154915,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925442884753359,0.207862,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925442936872445,0.259906,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925442989646062,0.312745,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443041642523,0.364608,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443093596040,0.41667,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443145740565,0.468874,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443197576417,0.520635,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443250160785,0.573264,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443302008605,0.625139,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443353838441,0.676956,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443406856763,0.729901,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443459785356,0.782859,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443513251328,0.835385,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443565462542,0.888349,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443617786780,0.940717,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443669570536,0.992679,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,stabilize
1775925443721533781,1.044586,0.1512841627499257,0.14623322698625973,0.13127603739490404,0.06633157604000176,0.6555719116857358,0.14623322698625973,0.13127603739490404,0.06633157604000176,0.6555719116857358,multi_broad_active
1775925443773911524,1.096751,0.12706594870659954,0.14030173398779988,0.1128715604538511,0.05713229587873883,0.6536306088088157,0.14030173398779988,0.1128715604538511,0.05713229587873883,0.6536306088088157,multi_broad_active
1775925443826193714,1.149194,0.0989257434443699,0.1248350064377183,0.08887008124064655,0.046742517004101966,0.6518543199656398,0.1248350064377183,0.08887008124064655,0.046742517004101966,0.6518543199656398,multi_broad_active
1775925443878826050,1.201815,0.07088982821382023,0.1026312652900971,0.06322804013749438,0.03608244316451187,0.650504873625624,0.1026312652900971,0.06322804013749438,0.03608244316451187,0.650504873625624,multi_broad_active
1775925443931967156,1.254978,0.046370619241150116,0.07691241114426896,0.0396914050694967,0.025973748813872502,0.6497417260977872,0.07691241114426896,0.0396914050694967,0.025973748813872502,0.6497417260977872,multi_broad_active
1775925443992552680,1.315575,0.026400862735664957,0.04823347039353244,0.01991665920823104,0.0162697143812166,0.6496457544093065,0.04823347039353244,0.01991665920823104,0.0162697143812166,0.6496457544093065,multi_broad_active
1775925444044936214,1.368008,0.01735385080299267,0.027563975159437072,0.011084551715440838,0.01009306336029927,0.6501193650563234,0.027563975159437072,0.011084551715440838,0.01009306336029927,0.6501193650563234,multi_broad_active
1775925444101082262,1.424149,0.01594357568352764,0.012543509168681468,0.010710809217963321,0.006170028951352273,0.6509684234575105,0.012543509168681468,0.010710809217963321,0.006170028951352273,0.6509684234575105,multi_broad_active
1775925444154277576,1.477317,0.02103805781020225,0.006531063334382235,0.017924387564915222,0.005106640225544517,0.6518338003806934,0.006531063334382235,0.017924387564915222,0.005106640225544517,0.6518338003806934,multi_broad_active
1775925444206792727,1.529886,0.030007518832392124,0.008597561596497445,0.030001953689719786,0.006412540779825892,0.6525012246898027,0.008597561596497445,0.030001953689719786,0.006412540779825892,0.6525012246898027,multi_broad_active
1775925444258740292,1.581716,0.040239321950049325,0.017458380240506756,0.043782826802790546,0.00960147068183773,0.6527979213255894,0.017458380240506756,0.043782826802790546,0.00960147068183773,0.6527979213255894,multi_broad_active
1775925444311122578,1.634219,0.04966118253470089,0.03141537617622112,0.05643682183513307,0.014182683333215243,0.6526449899120992,0.03141537617622112,0.05643682183513307,0.014182683333215243,0.6526449899120992,multi_broad_active
1775925444363079999,1.686103,0.05620467555282187,0.04759435045436952,0.0648010970270632,0.01936499982528067,0.6520654127753072,0.04759435045436952,0.0648010970270632,0.01936499982528067,0.6520654127753072,multi_broad_active
1775925444415108524,1.738151,0.05889519665214497,0.06338709392402303,0.0669871613143898,0.024490020679520216,0.6511765385796077,0.06338709392402303,0.0669871613143898,0.024490020679520216,0.6511765385796077,multi_broad_active
1775925444467067416,1.790029,0.05743627146707719,0.07599769760834843,0.06205069365158072,0.028825600187988038,0.6501779848953423,0.07599769760834843,0.06205069365158072,0.028825600187988038,0.6501779848953423,multi_broad_active
1775925444519012229,1.842068,0.05231339906262861,0.0832804961528376,0.05031984777524984,0.03178954719796009,0.6492914950469765,0.0832804961528376,0.05031984777524984,0.03178954719796009,0.6492914950469765,multi_broad_active
1775925444571168050,1.89424,0.044597164022593505,0.08373678747156235,0.033366055576434586,0.03290688437629125,0.6487332502105657,0.08373678747156235,0.033366055576434586,0.03290688437629125,0.6487332502105657,multi_broad_active
1775925444623149855,1.946164,0.03578095408202728,0.07693679475046246,0.013957151315400488,0.03191275143810832,0.648659016005807,0.07693679475046246,0.013957151315400488,0.03191275143810832,0.648659016005807,multi_broad_active
1775925444675742447,1.998838,0.02718407770696563,0.06328326533119101,-0.0050056722897556935,0.02871738753387791,0.6491324000154443,0.06328326533119101,-0.0050056722897556935,0.02871738753387791,0.6491324000154443,multi_broad_active
