received_time_ns,event_type,field_name,previous_value,current_value
1775896627898618604,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896627898618604,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896629229621416,vehicle_control_mode_events,flag_armed,False,True
1775896629229621416,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896629229621416,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896640985741632,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896640985741632,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896649096276550,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896649096276550,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896656525603048,vehicle_control_mode_events,flag_armed,True,False
1775896656525603048,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896656525603048,vehicle_control_mode_events,flag_control_auto_enabled,True,False
