received_time_ns,timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
1775896621964692736,2844000,0.0,0.0,0.0,0.0
1775896621968692736,2848000,0.0,0.0,0.0,0.0
1775896622164692736,3044000,0.0,0.0,0.0,0.0
1775896622360692736,3240000,0.0,0.0,0.0,0.0
1775896622564692736,3444000,0.0,0.0,0.0,0.0
1775896622760692736,3640000,0.0,0.0,0.0,0.0
1775896622960692736,3840000,0.0,0.0,0.0,0.0
1775896623164692736,4044000,0.0,0.0,0.0,0.0
1775896623356692736,4236000,0.0,0.0,0.0,0.0
1775896623564692736,4444000,0.0,0.0,0.0,0.0
1775896623764692736,4644000,0.0,0.0,0.0,0.0
1775896623968692736,4848000,0.0,0.0,0.0,0.0
1775896624164692736,5044000,0.0,0.0,0.0,0.0
1775896624364692736,5244000,0.0,0.0,0.0,0.0
1775896624564692736,5444000,0.0,0.0,0.0,0.0
1775896624764692736,5644000,0.0,0.0,0.0,0.0
1775896624964692736,5844000,0.0,0.0,0.0,0.0
1775896625164692736,6044000,0.0,0.0,0.0,0.0
1775896625364692736,6244000,0.0,0.0,0.0,0.0
1775896625564692736,6444000,0.0,0.0,0.0,0.0
1775896625764692736,6644000,0.0,0.0,0.0,0.0
1775896625964692736,6844000,0.0,0.0,0.0,0.0
1775896626164692736,7044000,0.0,0.0,0.0,0.0
1775896626364692736,7244000,0.0,0.0,0.0,0.0
1775896626564692736,7444000,0.0,0.0,0.0,0.0
1775896626764692736,7644000,0.0,0.0,0.0,0.0
1775896626960692736,7840000,0.0,0.0,0.0,0.0
1775896627164692736,8044000,0.0,0.0,0.0,0.0
1775896627364692736,8244000,0.0,0.0,0.0,0.0
1775896627564692736,8444000,0.0,0.0,0.0,0.0
1775896627764692736,8644000,0.0,0.0,0.0,0.0
1775896627964692736,8844000,0.0,0.0,0.0,0.0
1775896628164692736,9044000,0.0,0.0,0.0,0.0
1775896628364692736,9244000,0.0,0.0,0.0,0.0
1775896628564692736,9444000,0.0,0.0,0.0,0.0
1775896628760692736,9640000,0.0,0.0,0.0,0.0
1775896628964692736,9844000,0.0,0.0,0.0,0.0
1775896629164692736,10044000,0.0,0.0,0.0,0.0
1775896629364692736,10244000,0.0,0.0,0.0,0.0
1775896629564692736,10444000,0.0,0.0,0.0,0.0
1775896629772692736,10652000,0.0,0.0,0.0,0.0
1775896629964692736,10844000,0.0,0.0,0.0,0.0
1775896630164692736,11044000,0.0,0.0,0.0,0.0
1775896630364692736,11244000,0.0,0.0,0.0,0.0
1775896630564692736,11444000,0.0,0.0,0.0,0.0
1775896630756692736,11636000,0.0,0.0,0.0,0.0
1775896630960692736,11840000,0.0,0.0,0.0,0.0
1775896631164692736,12044000,0.0,0.0,0.0,0.0
1775896631364692736,12244000,0.0,0.0,0.0,0.0
1775896631564692736,12444000,0.0,0.0,0.0,0.0
1775896631764692736,12644000,0.0,0.0,0.0,0.0
1775896631964692736,12844000,0.0,0.0,0.0,0.0
1775896632160692736,13040000,0.0,0.0,0.0,0.0
1775896632360692736,13240000,0.0,0.0,0.0,0.0
1775896632564692736,13444000,0.0,0.0,0.0,0.0
1775896632764692736,13644000,0.0,0.0,0.0,0.0
1775896632964692736,13844000,0.0,0.0,0.0,0.0
1775896633164692736,14044000,0.0,0.0,0.0,0.0
1775896633364692736,14244000,0.0,0.0,0.0,0.0
1775896633564692736,14444000,0.0,0.0,0.0,0.0
1775896633764692736,14644000,0.0,0.0,0.0,0.0
1775896633964692736,14844000,0.0,0.0,0.0,0.0
1775896634164692736,15044000,0.0,0.0,0.0,0.0
1775896634364692736,15244000,0.0,0.0,0.0,0.0
1775896634564692736,15444000,0.0,0.0,0.0,0.0
1775896634764692736,15644000,0.0,0.0,0.0,0.0
1775896634960692736,15840000,0.0,0.0,0.0,0.0
1775896635164692736,16044000,0.0,0.0,0.0,0.0
1775896635360692736,16240000,0.0,0.0,0.0,0.0
1775896635556692736,16436000,0.0,0.0,0.0,0.0
