window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
0.0009732191860254828,5.581099821549263e-05,0.015006574053258004,-0.002115301758517699,-0.0011413328684127073,-0.002259557996170532,-0.00031967597299829365,0.008255360609397152,0.10097382481838679,-0.01093279055617865,-0.006880198490423898,0.008032751111167948
