feature,actuator_1,actuator_2,actuator_3,actuator_4
command_roll,1.5766542420894991,1.5816790534556582,1.5523964580151328,1.496180759438473
command_pitch,-0.32141622821289295,-0.3432656626863966,-0.9084464685891401,-0.8101424284504672
command_yaw,-3.085696800489462,-3.026293273362477,-2.2361294411786012,-2.3072748808126216
command_throttle,-0.8364730499845687,-0.8126833523082158,-0.9170773076786873,-0.844523826615768
roll,-9.457219959402416,-9.391996303646431,-9.358495836925329,-9.436195021063984
pitch,6.376637261572637,6.291898266049737,6.454289704006043,6.359446299124076
yaw,-2.7208257509639315,-2.7086561681175008,-2.7113960067936365,-2.7102957064820212
roll_rate,1.0286920734550322,0.9168493754765564,0.6093374299489754,0.7157834974558832
pitch_rate,-0.3861166905128992,-0.16424306443685127,-0.2619298896979643,-0.04161303265037693
yaw_rate,0.27178039536174387,0.42157458192238123,-0.44674122214764767,-0.46843919455419003
position_x,0.3185622473134294,0.3123161625795612,0.345139850068851,0.3800259004720095
position_y,-1.0503363477973091,-1.0396402136029799,-1.0459415573104813,-1.0382371320004178
position_z,0.27883073081062815,0.28057809836609904,0.2662227941661283,0.26380139979112843
velocity_x,-3.229921483114083,-3.184431241933379,-3.144506356288113,-3.2300802173763046
velocity_y,5.257779613039817,5.227129606691563,5.175307510403885,5.145100088801895
velocity_z,0.8654917006673757,0.8641023811179063,0.8763530422969684,0.8783703119106598
altitude,-0.27883073081034415,-0.2805780983658227,-0.2662227941657399,-0.26380139979079653
vertical_speed,-0.8654917006677707,-0.8641023811188626,-0.8763530422975893,-0.8783703119117071
heading,5.5176404617702,5.518269066511286,5.532726959536172,5.518047416596695
mode_offboard_attitude,0.0,0.0,0.0,0.0
mode_posctl,0.0,0.0,0.0,0.0
integrator_roll,-6.357606448662709,-5.487871817512694,-5.539536216580589,-6.403246106902156
integrator_pitch,3.5401671109776824,2.1179383868774124,3.566475995615442,2.1561524957634415
integrator_yaw,79.60542935521777,79.7922264851089,79.43113584236866,79.09435471707215
control_output_roll,-0.3548420370322365,-0.25244862089089337,-0.22917110821455106,-0.3226427533007488
control_output_pitch,0.009387899043641956,-0.18348088547115934,0.021047992352203226,-0.1664996197665385
control_output_yaw,-1.9531530496140856,-1.9494525250316856,-2.1466920500172555,-2.1466309080422357
command_roll__lag_1,-1.5893636424250372,-1.5903519243257782,-1.6114792528412756,-1.4854109390871388
command_pitch__lag_1,1.0229798075067658,1.1246736720105825,1.4825239294348713,1.1813213871327364
command_yaw__lag_1,1.3352946134026193,1.1384169971486997,0.6683192406864432,0.9602475216553104
command_throttle__lag_1,-0.07151292002493984,-0.0588850825274308,0.037202251596835934,-0.014305682494097749
roll__lag_1,5.18647351240157,5.133752508013055,5.273534187754802,5.259621894254586
pitch__lag_1,-0.1378667667042751,-0.10134385643496974,-0.5748658453781941,-0.47045551920998374
yaw__lag_1,-4.272136786511714,-4.269724438223406,-4.267222758925539,-4.265856153756651
roll_rate__lag_1,-0.9410090444608511,-0.9276600960098367,-0.5963520666054146,-0.6110829797053716
pitch_rate__lag_1,0.0386076067099806,-0.021330018923452213,0.11319749550445643,0.07999073611726028
yaw_rate__lag_1,1.0522953214549329,0.7675201795158179,1.5251625285971384,1.5254959703366129
position_x__lag_1,0.16826753329213134,0.1652663117961016,0.16015116890667744,0.1722884005127851
position_y__lag_1,-0.49398361695332005,-0.4894969146369594,-0.493309115017049,-0.49051715107097504
position_z__lag_1,0.07844695671331617,0.07912159608863283,0.07168433170763147,0.07065670053136704
velocity_x__lag_1,-0.5775570508808825,-0.5996610895478403,-0.5111116854251416,-0.5486342754974444
velocity_y__lag_1,-0.0906192375006929,-0.08379747446345538,-0.09306674507518828,-0.1016175231268252
velocity_z__lag_1,-0.9598669459839727,-0.9599403875975788,-0.9761144698720425,-0.9790444462957106
altitude__lag_1,-0.07844695671328825,-0.07912159608865246,-0.07168433170756472,-0.07065670053136622
vertical_speed__lag_1,0.9598669459827408,0.9599403875960285,0.9761144698705226,0.9790444462943118
heading__lag_1,3.6791240791038846,3.6967797964277707,3.6929777961468613,3.700845279738109
command_roll__lag_2,-0.34685539158138157,-0.3268922161509249,-0.5636423636454173,-0.6925423186229958
command_pitch__lag_2,0.13425083838934238,0.023448160063453738,0.4992506184019063,0.8378871052622723
command_yaw__lag_2,2.3155249425864053,2.477202338988351,2.1474843098084087,1.8024724774854888
command_throttle__lag_2,-0.7970566213362503,-0.851475266109197,-0.7378946140838911,-0.7906802195738813
roll__lag_2,0.01209563931851565,0.07735917752449883,-0.3124743775695398,-0.348426412556037
pitch__lag_2,-4.063957663307061,-4.0341755377118025,-3.8530829376690967,-3.8356175877506513
yaw__lag_2,-4.167364659504268,-4.1889344222478195,-4.177618088227697,-4.180740216912268
roll_rate__lag_2,0.46565368248935146,0.4612739925011963,0.3256209573971507,0.31268234121889127
pitch_rate__lag_2,0.06782519457531716,0.0831543443328608,-0.05545632862059236,-0.04655767543733879
yaw_rate__lag_2,0.0025358034469846746,0.1397545936725143,0.565961602687882,0.5525437864921667
position_x__lag_2,-0.10634788124120831,-0.10315855613105404,-0.09243001595642311,-0.10172533241283106
position_y__lag_2,0.2806855601025752,0.27718891770828824,0.2795824263519153,0.2755371612654948
position_z__lag_2,-0.11047392460063539,-0.11091791676513098,-0.10764617176462175,-0.10690533635241917
velocity_x__lag_2,0.09369875521751744,0.10747178215642869,0.0652029076776581,0.10669579718649322
velocity_y__lag_2,-0.2639661758359328,-0.2649524076125053,-0.2221321306779763,-0.21962603019373225
velocity_z__lag_2,-1.0019765951148036,-0.9998510226934957,-1.000237590058734,-1.0016020741808187
altitude__lag_2,0.11047392460063542,0.11091791676513096,0.1076461717646218,0.10690533635241917
vertical_speed__lag_2,1.0019765951147814,0.999851022693396,1.0002375900591696,1.0016020741809464
heading__lag_2,3.624074070782715,3.6204358484966943,3.6274624144657683,3.6203782395221
command_roll__lag_3,2.6126667156362338,2.580996037573792,2.809353333570379,2.899594367296249
command_pitch__lag_3,-1.31912192117044,-1.2651745450697331,-1.5800821459117156,-1.727129263551473
command_yaw__lag_3,-0.8206813831201671,-0.848053014891001,-0.8523201937511025,-0.7248963459295503
command_throttle__lag_3,3.222095798533459,3.254872514786926,3.065269071345358,3.107438365657715
roll__lag_3,-4.642416535574945,-4.657168227333224,-4.286348214388635,-4.308255409889065
pitch__lag_3,6.606703030862198,6.557560786172003,6.717928665501157,6.642244045534681
yaw__lag_3,-4.911436940084097,-4.913539391734028,-4.927634902531211,-4.929814912313364
