received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775929567197188185,12587,0,100,0
1775929567250606292,12587,0,100,0
1775929567304055535,12587,0,100,0
1775929567356343932,12587,0,100,0
1775929567409198400,12587,0,100,0
1775929567461908774,12587,0,100,0
1775929567514605164,12587,0,100,0
1775929567569506097,12587,0,100,0
1775929567622051898,12587,0,100,0
1775929567674266760,12587,0,100,0
1775929567675574132,12587,0,100,0
1775929567727367560,12587,0,100,0
1775929567779430520,12587,0,100,0
1775929567831417193,12587,0,100,0
1775929567884554921,12587,0,100,0
1775929567936418587,12587,0,100,0
1775929567988752711,12587,0,100,0
1775929568041117779,12587,0,100,0
1775929568093818457,12587,0,100,0
1775929568147473841,12587,0,100,0
1775929568199915612,12587,0,100,0
1775929568252165833,12587,0,100,0
1775929568304370487,12587,0,100,0
1775929568360883044,12587,0,100,0
1775929568412825942,12587,0,100,0
1775929568464621322,12587,0,100,0
1775929568516438110,12587,0,100,0
1775929568568317169,12587,0,100,0
1775929568620613566,12587,0,100,0
1775929568673415811,12587,0,100,0
1775929568674690320,12587,0,100,0
1775929568726281319,12587,0,100,0
1775929568778112378,12587,0,100,0
1775929568830302409,12587,0,100,0
1775929568883085998,12587,0,100,0
1775929568936183086,12587,0,100,0
1775929568988682840,12587,0,100,0
1775929569040601610,12587,0,100,0
1775929569092550364,12587,0,100,0
1775929569144408816,12587,0,100,0
1775929569196332834,12587,0,100,0
1775929569248354323,12587,66,99,0
1775929569300618177,12587,66,99,0
1775929569352773615,12587,307,99,0
1775929569405263417,12587,307,99,0
1775929569457189036,12587,648,99,0
1775929569509138430,12587,648,99,0
1775929569561148559,12587,1021,99,0
1775929569612990819,12587,1021,99,0
1775929569664767031,12587,1445,99,0
1775929569716712169,12587,1445,99,0
1775929569768743034,12587,1944,99,0
1775929569781983731,12587,1944,99,0
1775929569834446333,12587,2517,99,0
1775929569887285122,12587,2517,99,0
1775929569939241300,12587,3115,99,0
1775929569991374307,12587,3115,99,0
1775929570043346197,12587,3390,99,0
1775929570095531428,12587,3390,99,0
1775929570148161036,12587,3639,99,0
1775929570200479128,12587,3639,99,0
1775929570252993442,12587,3921,99,0
1775929570305125202,12587,3921,99,0
1775929570357695579,12587,4204,99,0
1775929570409729068,12587,4204,99,0
1775929570462409843,12587,3630,99,0
1775929570515358038,12587,3630,99,0
1775929570567804481,12587,2492,99,0
1775929570622212718,12587,2492,99,0
1775929570624431821,12587,2326,99,0
1775929570677639308,12587,2326,99,0
1775929570729684445,12587,2592,99,0
1775929570782579105,12587,2592,99,0
1775929570834932429,12587,2858,99,0
1775929570888020558,12587,2858,99,0
1775929570941559976,12587,2941,99,0
1775929570993428924,12587,2941,99,0
1775929571045331503,12587,2908,99,0
1775929571097182307,12587,2908,99,0
1775929571149227060,12587,2833,99,0
1775929571201164007,12587,2833,99,0
1775929571255321976,12587,2791,99,0
1775929571307262154,12587,2791,99,0
1775929571359614327,12587,2775,99,0
1775929571411982755,12587,2775,99,0
1775929571464229105,12587,2783,99,0
1775929571516883865,12587,2783,99,0
1775929571569810973,12587,2800,99,0
1775929571571022698,12587,2800,99,0
1775929571673725793,12587,2808,99,0
1775929571725768370,12587,2808,99,0
1775929571727399130,12587,2816,99,0
1775929571780155552,12587,2816,99,0
1775929571832544364,12587,2825,99,0
1775929571885571886,12587,2825,99,0
1775929571937875483,12587,2833,99,0
1775929571989841582,12587,2833,99,0
1775929572041915934,12587,2841,99,0
1775929572094351658,12587,2841,99,0
1775929572146961906,12587,2849,99,0
1775929572199214112,12587,2849,99,0
1775929572251317201,12587,2858,99,0
1775929572303366530,12587,2858,99,0
1775929572355352916,12587,2866,99,0
1775929572407508292,12587,2866,99,0
1775929572459548533,12587,2874,99,0
1775929572512214493,12587,2874,99,0
1775929572564450603,12587,2874,99,0
1775929572619356881,12587,2874,99,0
1775929572621709454,12587,2883,99,0
1775929572674141177,12587,2883,99,0
1775929572726253834,12587,2874,99,0
1775929572829104607,12587,2874,99,0
1775929572831024610,12587,2883,99,0
1775929572883541132,12587,2883,99,0
1775929572941888382,12587,2883,99,0
1775929572993955919,12587,2883,99,0
1775929573045918498,12587,2883,99,0
1775929573098225680,12587,2883,99,0
1775929573151767498,12587,2883,99,0
1775929573204252917,12587,2883,99,0
1775929573256693729,12587,2883,99,0
1775929573309294122,12587,2883,99,0
1775929573361244509,12587,2883,99,0
1775929573414283871,12587,2883,99,0
1775929573466165235,12587,2883,99,0
1775929573518421473,12587,2883,99,0
1775929573570654288,12587,2883,99,0
1775929573622678114,12587,2883,99,0
1775929573624497350,12587,2883,98,0
1775929573677059664,12587,2883,98,0
1775929573728898629,12587,2883,98,0
1775929573831373856,12587,2883,98,0
1775929573833357314,12587,2883,98,0
1775929573886205383,12587,2883,98,0
1775929573938515989,12587,2883,98,0
1775929573990721348,12587,2883,98,0
1775929574043217135,12587,2883,98,0
1775929574095255168,12587,2883,98,0
1775929574147703756,12587,2883,98,0
1775929574199571488,12587,2883,98,0
1775929574251494676,12587,2883,98,0
1775929574303737826,12587,2883,98,0
1775929574355940402,12587,2883,98,0
1775929574408806935,12587,2883,98,0
1775929574460799593,12587,2883,98,0
1775929574513685454,12587,2883,98,0
1775929574566258808,12587,2883,98,0
1775929574618126892,12587,2883,98,0
1775929574670708406,12587,2874,98,0
