received_time_ns,base_mode,custom_mode,system_status
1775929568148831485,209,20,3
1775929569145583422,209,20,4
1775929570149592822,209,20,4
1775929571150420610,209,20,4
1775929572148352541,209,20,4
1775929573153425394,209,20,4
1775929574148854683,209,20,4
1775929575146102828,209,20,4
1775929576186901684,209,20,4
1775929579182080922,209,20,4
1775929579183769824,209,9,4
1775929579206234159,209,9,4
1775929579227169109,209,9,4
