future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.04075687939110068,0.028383488096602898,63.41534227265028,106.30605624975996,-297.6498745003652,0.14286736544865164
