received_time_ns,lat_deg,lon_deg,alt_m,rel_home_alt_m,rel_origin_alt_m
8577401000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.0465414859354496
8677361000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.04632153734564781
8777321000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.045854974538087845
8877281000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.045161981135606766
8977241000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.04424929991364479
9077201000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.043141309171915054
9177161000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.041856542229652405
9277121000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.04041373357176781
9377081000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.03883285075426102
9477041000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.0371272899210453
9577001000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.035320132970809937
9676961000,-35.3632621,149.1652374,584.0899658203125,-0.02744901552796364,-0.03342912718653679
9776921000,-35.3632621,149.1652374,584.0899658203125,-0.016469407826662064,-0.03048417903482914
9876881000,-35.3632621,149.1652374,584.0899658203125,-0.005489802919328213,-0.01775454357266426
9976841000,-35.3632621,149.1652374,584.1099853515625,0.019214309751987457,0.008066307753324509
10076801000,-35.3632621,149.1652374,584.1099853515625,0.046663325279951096,0.045201316475868225
10176761000,-35.3632621,149.1652374,584.1099853515625,0.0905817449092865,0.09267891943454742
10276721000,-35.3632621,149.1652374,584.1599731445312,0.16194918751716614,0.16702963411808014
10376681000,-35.3632621,149.1652374,584.1599731445312,0.28821465373039246,0.29389628767967224
10476641000,-35.3632621,149.1652374,584.2799682617188,0.4474189281463623,0.4505123198032379
10576601000,-35.3632621,149.1652374,584.2799682617188,0.6038783192634583,0.6174128651618958
10677394000,-35.3632621,149.1652374,584.5199584960938,0.7630826234817505,0.7796798944473267
10777354000,-35.3632621,149.1652374,584.8099975585938,0.9113072752952576,0.9319936037063599
10877314000,-35.3632621,149.1652374,584.8099975585938,1.0375727415084839,1.0761774778366089
10977274000,-35.3632621,149.1652374,585.0800170898438,1.1720728874206543,1.2147133350372314
11077234000,-35.3632621,149.1652374,585.0800170898438,1.2873587608337402,1.3461716175079346
11177194000,-35.3632621,149.1652374,585.3200073242188,1.4136242866516113,1.4711270332336426
11277154000,-35.3632621,149.1652374,585.3200073242188,1.5206754207611084,1.5881251096725464
11377114000,-35.3632621,149.1652374,585.5399780273438,1.622236728668213,1.6940864324569702
11477074000,-35.3632621,149.1652374,585.5399780273438,1.7073286771774292,1.78923499584198
11577034000,-35.3632621,149.1652374,585.719970703125,1.7951655387878418,1.876212477684021
11676994000,-35.3632621,149.1652374,585.719970703125,1.880257487297058,1.9596225023269653
11776954000,-35.3632621,149.1652374,585.8800048828125,1.9488800764083862,2.0437276363372803
11876914000,-35.3632621,149.1652374,585.8800048828125,2.0312271118164062,2.1291403770446777
11976874000,-35.3632621,149.1652374,586.0399780273438,2.1218087673187256,2.2159783840179443
12076834000,-35.3632621,149.1652374,586.0399780273438,2.2069008350372314,2.3045122623443604
12176794000,-35.3632621,149.1652374,586.0399780273438,2.300227403640747,2.394775152206421
12276754000,-35.3632621,149.1652374,586.2000122070312,2.3935539722442627,2.488600492477417
12376714000,-35.3632621,149.1652374,586.2000122070312,2.4868807792663574,2.589250087738037
12476674000,-35.3632621,149.1652374,586.3800048828125,2.591187000274658,2.6966724395751953
12576634000,-35.3632621,149.1652374,586.3800048828125,2.7119626998901367,2.808539628982544
12676594000,-35.3632621,149.1652373,586.5700073242188,2.813524007797241,2.9213216304779053
12777387000,-35.3632621,149.1652373,586.7799682617188,2.9342997074127197,3.0314271450042725
12877347000,-35.3632621,149.1652373,586.7799682617188,3.035861015319824,3.1386806964874268
12977307000,-35.3632621,149.1652373,586.989990234375,3.1429121494293213,3.2432258129119873
13077267000,-35.3632621,149.1652373,586.989990234375,3.2334938049316406,3.3462510108947754
13177227000,-35.3632621,149.1652373,587.1799926757812,3.340545177459717,3.4460253715515137
13277187000,-35.3632621,149.1652373,587.1799926757812,3.4366166591644287,3.5439674854278564
13377147000,-35.3632621,149.1652373,587.3699951171875,3.5326881408691406,3.6404781341552734
13477107000,-35.3632621,149.1652373,587.3699951171875,3.6260147094726562,3.7358736991882324
13577067000,-35.3632621,149.1652373,587.5499877929688,3.7165966033935547,3.8304011821746826
13677027000,-35.3632621,149.1652373,587.5499877929688,3.8126680850982666,3.9242238998413086
13776987000,-35.3632621,149.1652373,587.719970703125,3.895015239715576,4.017656326293945
13876947000,-35.3632621,149.1652373,587.719970703125,3.9965765476226807,4.110628604888916
13976907000,-35.3632621,149.1652373,587.8999633789062,4.089903354644775,4.203536033630371
14076867000,-35.3632621,149.1652373,587.8999633789062,4.183229923248291,4.296572685241699
14176827000,-35.3632621,149.1652373,588.0700073242188,4.276556491851807,4.389832019805908
14276787000,-35.3632621,149.1652373,588.0700073242188,4.3616485595703125,4.4833550453186035
14376747000,-35.3632621,149.1652373,588.0700073242188,4.454975128173828,4.576946258544922
14476707000,-35.3632621,149.1652373,588.25,4.551046848297119,4.670570373535156
14576667000,-35.3632621,149.1652373,588.25,4.647118091583252,4.76364278793335
14676627000,-35.3632621,149.1652373,588.4299926757812,4.740444660186768,4.85651159286499
14777420000,-35.3632621,149.1652373,588.4299926757812,4.836516380310059,4.949377536773682
14877380000,-35.3632621,149.1652374,588.6099853515625,4.929842948913574,5.0424017906188965
14977340000,-35.3632621,149.1652375,588.7899780273438,5.02316951751709,5.135690689086914
15077300000,-35.3632621,149.1652375,588.7899780273438,5.1164960861206055,5.229250907897949
15177260000,-35.3632621,149.1652376,588.969970703125,5.226292610168457,5.323902606964111
15277220000,-35.3632621,149.1652376,588.969970703125,5.319619178771973,5.418186187744141
15377180000,-35.3632621,149.1652379,589.1499633789062,5.4156904220581055,5.513060569763184
15477140000,-35.3632621,149.1652379,589.1499633789062,5.509017467498779,5.6083784103393555
15577100000,-35.3632622,149.1652381,589.3300170898438,5.5995988845825195,5.703990459442139
15677060000,-35.3632622,149.1652381,589.3300170898438,5.709394931793213,5.799695014953613
15777020000,-35.3632623,149.1652384,589.5199584960938,5.805466651916504,5.895597457885742
15876980000,-35.3632623,149.1652384,589.5199584960938,5.8987932205200195,5.991808891296387
15976940000,-35.3632624,149.1652387,589.7000122070312,5.992119789123535,6.088162422180176
16076900000,-35.3632624,149.1652387,589.7000122070312,6.096426010131836,6.184512138366699
16176860000,-35.3632626,149.1652391,589.8900146484375,6.195242404937744,6.280908107757568
16276820000,-35.3632626,149.1652391,589.8900146484375,6.288569450378418,6.377382278442383
16376780000,-35.3632626,149.1652391,589.8900146484375,6.381896018981934,6.473881721496582
16476740000,-35.3632627,149.1652395,590.0700073242188,6.486202239990234,6.570248603820801
16576700000,-35.3632627,149.1652395,590.0700073242188,6.57952880859375,6.666570663452148
16676660000,-35.3632628,149.16524,590.260009765625,6.681090354919434,6.76285457611084
16776620000,-35.3632628,149.16524,590.260009765625,6.771671772003174,6.859115123748779
16877413000,-35.3632631,149.1652406,590.4400024414062,6.8649983406066895,6.95530366897583
16977373000,-35.3632633,149.1652412,590.6300048828125,6.972049713134766,7.051303386688232
17077333000,-35.3632633,149.1652412,590.6300048828125,7.065376281738281,7.147238254547119
17177293000,-35.3632635,149.1652419,590.8099975585938,7.1641926765441895,7.243757247924805
17277253000,-35.3632635,149.1652419,590.8099975585938,7.2602643966674805,7.336735248565674
17377213000,-35.3632637,149.1652426,590.989990234375,7.342611312866211,7.423220634460449
17477173000,-35.3632637,149.1652426,590.989990234375,7.4139790534973145,7.500814437866211
17577133000,-35.363264,149.1652434,591.1499633789062,7.488090991973877,7.568229675292969
17677093000,-35.363264,149.1652434,591.1499633789062,7.540244102478027,7.624758243560791
17777053000,-35.3632642,149.1652442,591.2699584960938,7.584162712097168,7.669962406158447
17877013000,-35.3632642,149.1652442,591.2699584960938,7.614356517791748,7.703514099121094
17976973000,-35.3632645,149.1652451,591.3399658203125,7.633571147918701,7.725319862365723
18076933000,-35.3632645,149.1652451,591.3399658203125,7.6472954750061035,7.735382556915283
18176893000,-35.3632648,149.1652461,591.3699951171875,7.6472954750061035,7.733896255493164
18276853000,-35.3632648,149.1652461,591.3699951171875,7.622591495513916,7.721168518066406
18376813000,-35.3632648,149.1652461,591.3699951171875,7.603376865386963,7.697253227233887
18476773000,-35.3632651,149.1652471,591.3599853515625,7.573183059692383,7.662410259246826
18576733000,-35.3632651,149.1652471,591.3599853515625,7.521029949188232,7.618001937866211
18676693000,-35.3632655,149.1652482,591.2999877929688,7.586575031280518,7.586575031280518
18776653000,-35.3632655,149.1652482,591.2999877929688,7.53003454208374,7.53003454208374
18876613000,-35.3632658,149.1652494,591.2099609375,7.470204830169678,7.470204830169678
18977406000,-35.3632662,149.1652506,591.0999755859375,7.408782482147217,7.408782482147217
19077366000,-35.3632662,149.1652506,591.0999755859375,7.347013473510742,7.347013473510742
19177326000,-35.3632666,149.165252,590.97998046875,7.28571081161499,7.28571081161499
19277286000,-35.3632666,149.165252,590.97998046875,7.225086688995361,7.225086688995361
19377246000,-35.3632669,149.1652533,590.8599853515625,7.166347503662109,7.166347503662109
19477206000,-35.3632669,149.1652533,590.8599853515625,7.109097480773926,7.109097480773926
19577166000,-35.3632674,149.1652548,590.75,7.053348064422607,7.053348064422607
19677126000,-35.3632674,149.1652548,590.75,6.999091625213623,6.999091625213623
19777086000,-35.3632678,149.1652565,590.6499633789062,6.9461469650268555,6.9461469650268555
19877046000,-35.3632678,149.1652565,590.6499633789062,6.894307613372803,6.894307613372803
19977006000,-35.3632683,149.1652582,590.5499877929688,6.843524932861328,6.843524932861328
20076966000,-35.3632683,149.1652582,590.5499877929688,6.793673992156982,6.793673992156982
20176926000,-35.3632688,149.16526,590.4500122070312,6.744442462921143,6.744442462921143
20276886000,-35.3632688,149.16526,590.4500122070312,6.6957244873046875,6.6957244873046875
20376846000,-35.3632693,149.1652619,590.3599853515625,6.647342681884766,6.647342681884766
20476806000,-35.3632693,149.1652619,590.3599853515625,6.59921932220459,6.59921932220459
20576766000,-35.3632693,149.1652619,590.3599853515625,6.551279067993164,6.551279067993164
20676726000,-35.3632698,149.165264,590.2699584960938,6.503427982330322,6.503427982330322
20776686000,-35.3632698,149.165264,590.2699584960938,6.455682754516602,6.455682754516602
20876646000,-35.3632703,149.1652662,590.1900024414062,6.407840728759766,6.407840728759766
20976606000,-35.3632703,149.1652662,590.1900024414062,6.359891414642334,6.359891414642334
21077399000,-35.3632709,149.1652684,590.0999755859375,6.311821460723877,6.311821460723877
21177359000,-35.3632714,149.1652709,590.010009765625,6.263616561889648,6.263616561889648
21277319000,-35.3632714,149.1652709,590.010009765625,6.215353965759277,6.215353965759277
21377279000,-35.3632719,149.1652734,589.9199829101562,6.16667366027832,6.16667366027832
21477239000,-35.3632719,149.1652734,589.9199829101562,6.118287086486816,6.118287086486816
21577199000,-35.3632726,149.165276,589.8300170898438,6.069790840148926,6.069790840148926
21677159000,-35.3632726,149.165276,589.8300170898438,6.021228790283203,6.021228790283203
