received_time_ns,event_type,field_name,previous_value,current_value
1775896808481083412,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896808481083412,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896809743351057,vehicle_control_mode_events,flag_armed,False,True
1775896809743351057,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896809743351057,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896820342111063,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896820342111063,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896828430801136,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896828430801136,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896835440215881,vehicle_control_mode_events,flag_armed,True,False
1775896835440215881,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896835440215881,vehicle_control_mode_events,flag_control_auto_enabled,True,False
