received_time_ns,event_type,field_name,previous_value,current_value
1775898641673100797,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898641673100797,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775898643067995194,vehicle_control_mode_events,flag_armed,False,True
1775898643067995194,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775898643067995194,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775898653072039237,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898653072039237,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775898661117179172,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775898661117179172,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775898667144146262,vehicle_control_mode_events,flag_armed,True,False
1775898667144146262,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898667144146262,vehicle_control_mode_events,flag_control_auto_enabled,True,False
