received_time_ns,event_type,field_name,previous_value,current_value
1775898641673719699,vehicle_status_events,nav_state,4,2
1775898641673719699,vehicle_status_events,pre_flight_checks_pass,True,False
1775898641784856555,vehicle_status_events,pre_flight_checks_pass,False,True
1775898643067804157,vehicle_status_events,arming_state,1,2
1775898643067804157,vehicle_status_events,nav_state,2,14
1775898653074128452,vehicle_status_events,nav_state,14,2
1775898661119374209,vehicle_status_events,nav_state,2,18
1775898667144019704,vehicle_status_events,arming_state,2,1
1775898667144019704,vehicle_status_events,nav_state,18,2
1775898667866643199,vehicle_status_events,pre_flight_checks_pass,True,False
