feature,window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
command_roll,0.06889369583972021,-0.001172173355056735,-0.005187483552314845,0.002388694131166191,0.002269429845578684,-0.00010034422462807096,0.026043079561251674,-0.0032012495295190334,0.018070401674464692,0.028326938105512595,0.015300942189011804,0.0045543774260962885
command_pitch,0.002233694045667839,0.1025426067654572,0.033472574448359015,0.009806036101506266,0.007983927844571805,-0.009666329682725808,-0.015321506341130402,0.08811952758199303,0.06687421604857098,0.010859641411231554,0.026076143243371278,0.012828899911502007
command_yaw,0.0017708882235354562,-0.0003889217046302122,0.033167387619464174,0.00980293006269263,0.0033109146829354364,-0.006037902038922773,-0.005408864654518656,-0.0055413057575421495,-0.01864499025723023,-0.021825630424544582,0.02151622811196076,-0.007655199900569973
command_throttle,5.2537628151212233e-05,-0.00010020334438679433,0.009321394098254077,0.00022836485771912473,-0.000105712443097771,0.0004649344078434803,-0.0016074748061657887,-6.157982781531367e-05,0.013980460941320246,0.004272866676199178,0.005286893362586825,0.00027491863207365164
roll,0.8958216455856727,-0.00012910462229797444,0.10776218492799569,-0.0003471036343783264,-0.009177503215615768,-0.05182412577091141,0.030779225702698542,0.015543062282223952,0.48958205684702305,-0.025606951521600557,-0.05097070051063762,0.08039619859531723
pitch,0.005247332028579029,0.9056061063373524,-0.008725568399579045,-0.004650988304293074,0.012274332035609655,0.05705492602668957,0.01397807499368192,0.136770835494972,0.18069892431010398,0.0033955670457997238,-0.014910424227673944,-0.044505661367737995
yaw,-0.00020473239326536022,-1.0971550721073649e-05,0.9904347836915574,-2.2457169183390884e-05,-0.0001404368792077258,0.12828971228641517,-0.004044477792999594,-0.0037613296960414136,0.954169223895224,-0.017254426100459627,-0.00894332641057381,-0.14379901480805082
roll_rate,0.00224492187714767,-0.0018432819026989226,-0.013152595580369852,0.719620912696441,-0.07079100377774158,0.5332134114658593,0.017911919459849483,0.01207070801840314,0.011267553446148475,0.12034676158471676,-0.06844431919109967,-0.7160134624040417
pitch_rate,0.00517918485389037,-0.0009730108920595014,-0.035764213658546984,0.11287821749303173,0.7985169794183458,-0.3983180947133186,7.246449032339642e-05,-0.008508127930591799,-0.08864981150664046,0.018547066893972744,-0.0566521602748261,0.4083048562502219
yaw_rate,0.0008149545980357337,5.8328459418697436e-05,-0.00601182001157817,-0.019635479956447474,0.0015100328878273103,1.0235310270432971,0.010157774222856745,0.007003427031838967,0.01272760355909429,-0.061236735877348715,-0.02514212765142499,-1.0458009604104352
position_x,-0.00034306425544508806,-0.0009357636066899609,0.0014707897414704503,0.0010370822247328174,-0.0016208737715427937,0.0010230350833576615,9.357717217770421e-05,-0.005835851015162023,0.0023935459988912557,-0.004014841876606608,-0.0013507575606218733,-0.004827452430546774
position_y,0.0002351767867350384,-0.0003111299262000696,0.006386151963842767,-0.003984555753136473,0.0009601569522641816,-0.0011879582590104132,0.0074619016813648785,-0.002522870720247056,-0.0321516818865136,0.008129457279525597,-0.0017201806521869895,0.019260555250892982
position_z,6.020104153697052e-05,1.5076569138274672e-05,0.0013180198527001077,-5.17108106680042e-05,4.866261058155346e-05,0.0007324185501243043,-0.0005913954005911542,-0.0006819075360720497,0.0016970300833119502,-0.004072314312297515,-0.003357849398095458,-0.0014969598091695117
velocity_x,0.00237843965988382,0.004729659542067022,-0.013971078011397074,-0.003156828574605637,0.0034750841522671458,-0.0006640069416020205,0.009544331769572346,-0.03688663781191499,0.030785289233523673,0.008001129825748635,0.0023567314114781805,0.015218818809683283
velocity_y,-0.008620320566510676,0.002594371360935737,0.02216218043453334,0.005598056073308792,-0.001979324736006165,0.00818013500032267,0.041800197242260695,-0.0009099445003062524,0.017690666572010277,-0.004910762500751964,0.0033118923232422826,-0.026736600879715126
velocity_z,0.0005530418575697628,0.00012725197034659782,-0.013829961156907891,0.0002323008885869572,1.0431206433003188e-05,-0.0005225762769193439,-0.0031162843176236075,-0.00551132052045514,-0.013169395595704745,0.012597419668992551,0.011111439117987,0.0031647005764248387
altitude,-5.866845246255808e-08,1.4574477165717523e-07,-6.304401917122516e-05,3.2314756035971183e-07,6.95887207197782e-08,-2.9850792821594007e-05,1.236693093620144e-07,3.279716979317451e-05,-0.00012047828929047228,1.3405766902182014e-07,1.2622931360604893e-07,0.0001631021917839086
vertical_speed,-1.7385032025491187e-05,-7.458210194760579e-19,3.229700058813767e-05,0.0,-6.127625506397071e-06,3.792089695671301e-06,0.00010401578605016552,1.2764024568891589e-05,3.077153213221658e-05,-1.8998434586324094e-05,0.0,-1.5350192951118876e-05
heading,-0.0009753652511439075,-4.789219099475918e-05,0.014579188873681967,0.0017986109766735237,0.0,-0.1252622933772373,0.0033232689214226685,0.0,-0.003108547530352136,0.010216708275911555,0.0032420031653159504,0.13130458469972614
