received_time_ns,base_mode,custom_mode,system_status
1775928919045865747,209,0,3
1775928920038654029,209,0,3
1775928921028930344,209,0,3
1775928922022327955,209,0,3
1775928923016824661,209,0,3
1775928924008784920,209,0,3
1775928925053003015,209,0,3
1775928926045313408,209,0,3
1775928927040836327,209,0,3
1775928930041767020,81,0,3
1775928930043762947,81,9,3
1775928930073017589,81,9,3
1775928930101102046,81,9,3
